rank,chembl_id,name,smiles,target_gene,population_target,activity_type,activity_nM,qed,sa_score,pains_pass,hepatotox_risk,admet_score,est_emax_s,est_emax_r,score_efficacy,score_selectivity,score_safety,score_resistance,score_novelty,score_synthesizability,score_overall,novelty,target_in_trials
365,CHEMBL282204,CHEMBL282204,CC1c2cc3c(C(F)(F)F)cc(O)nc3cc2NC[C@H]1C,AR,sensitive,EC50,22.0,0.768,3.88,True,low,100.0,0.006644,0.000997,50.9,100.0,100.0,10.0,100,68.0,70.2,,
366,CHEMBL312854,CHEMBL312854,O=C(O)c1cc2c(c(Cn3nc(-c4ccccc4)c(Cc4cc5c(cc4Cl)OCO5)c3C(=O)O)c1)OCOC2,CHEK2,resistant,IC50,44.0,0.333,2.98,True,medium,86.7,0.001178,0.005891,47.1,84.1,86.7,58.9,100,78.0,70.2,,
367,CHEMBL432406,CHEMBL432406,O=C(Cn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)N1CCN(c2ncccn2)CC1,PARP1,resistant,IC50,150.0,0.573,2.85,True,low,100.0,0.000912,0.00456,36.5,93.5,100.0,45.6,100,79.4,70.1,,
368,CHEMBL569181,CHEMBL569181,COc1cccc(Nc2ncc(C)c(-c3c[nH]c(C(=O)N[C@H](CO)c4cccc(Cl)c4)c3)n2)c1OC,MAPK1,sensitive,Ki,3.0,0.26,3.18,True,medium,85.2,0.008807,0.001321,67.5,87.7,85.2,13.2,100,75.8,70.0,,
369,CHEMBL402272,CHEMBL402272,Nc1nccc(-c2cc3c([nH]2)CCNC3=O)n1,CDK4,sensitive,IC50,29.0,0.656,2.81,True,low,100.0,0.006344,0.000952,48.6,100.0,100.0,9.5,100,79.9,70.0,,
370,CHEMBL3698731,CHEMBL3698731,NCC1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nn2)CC1,CDK6,sensitive,IC50,8.8,0.479,2.89,True,medium,99.6,0.007639,0.001146,58.6,87.2,99.6,11.5,100,79.0,70.0,,
371,CHEMBL282813,CHEMBL282813,CC(C)CC1CCNc2cc3nc(O)cc(C(F)(F)F)c3cc21,AR,sensitive,EC50,25.0,0.825,3.49,True,low,100.0,0.006505,0.000976,49.9,100.0,100.0,9.8,100,72.3,70.0,,
372,CHEMBL172196,CHEMBL172196,CCC(C(=O)NC(CC(=O)O)C(=O)CN1CCSCC1)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,immune,Ki,11.25,0.323,3.5,True,low,81.5,0.003686,0.003686,49.1,98.9,81.5,36.9,100,72.2,69.9,,
373,CHEMBL427170,CHEMBL427170,CN1CCN(c2ccc(C(=O)Nc3n[nH]c4c3CN(C(=O)c3ccco3)C4)cc2)CC1,AURKA,resistant,IC50,160.0,0.671,2.53,True,low,100.0,0.000898,0.00449,35.9,92.4,100.0,44.9,100,83.0,69.8,,
374,CHEMBL200847,CHEMBL200847,COC(=O)CCc1c(C)[nH]c(/C=C2\C(=O)Nc3cc(-c4ccc(O)c(OC)c4)ccc32)c1C,CHEK1,resistant,IC50,75.0,0.379,2.67,True,medium,97.6,0.001062,0.005312,42.5,81.4,97.6,53.1,100,81.4,69.7,,
375,CHEMBL225519,CHEMBL225519,O=C1NCCc2[nH]c(-c3ccncc3)cc21,CDK4,sensitive,IC50,34.0,0.751,2.54,True,low,100.0,0.006171,0.000926,47.3,100.0,100.0,9.3,100,82.9,69.7,,
376,CHEMBL258721,CHEMBL258721,CC(C)c1nn(-c2c(Cl)cccc2Cl)c2nc(Cc3ccc(OCCO)cc3)[nH]c(=O)c12,CDK4,sensitive,IC50,9.0,0.412,2.69,True,medium,98.2,0.007614,0.001142,58.4,87.2,98.2,11.4,100,81.2,69.7,,
377,CHEMBL204087,CHEMBL204087,CC(C)C(=O)N1Cc2n[nH]c(NC(=O)c3ccc4c(c3)OCO4)c2C1,AURKA,resistant,IC50,160.0,0.888,2.8,True,low,100.0,0.000898,0.00449,35.9,92.4,100.0,44.9,100,80.0,69.6,,
378,CHEMBL1083810,CHEMBL1083810,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4ccc(N)nc4)nc(N4CCOCC4)c3s2)CC1,PIK3CB,escape_route,IC50,60.0,0.565,2.79,True,low,100.0,0.002222,0.003333,37.0,94.0,100.0,40.0,100,80.1,69.6,,
379,CHEMBL524266,CHEMBL524266,Nc1nccc(-c2cc3c([nH]2)[C@@H](CCF)CNC3=O)n1,CDK4,sensitive,IC50,28.0,0.785,3.72,True,low,100.0,0.006382,0.000957,48.9,100.0,100.0,9.6,100,69.8,69.6,,
380,CHEMBL371029,CHEMBL371029,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)N[C@H](CCc2ccccc2)C(=O)NCC(=O)N(C)CC(=O)O[C@H]1C,MTOR,escape_route,IC50,9.6,0.301,5.91,True,low,71.5,0.003018,0.004527,50.3,99.0,71.5,54.3,100,45.4,69.6,,
381,CHEMBL1995813,CHEMBL1995813,NC1CCCCC1Nc1nccc(-c2c[nH]c3ncccc23)n1,CDK4,sensitive,Ki,31.62,0.692,3.25,True,low,100.0,0.00625,0.000938,47.9,100.0,100.0,9.4,100,75.0,69.5,,
382,CHEMBL411950,CHEMBL411950,COC[C@H]1OC(=O)/C(=C/N2CCOCC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,PIK3CA,escape_route,IC50,37.0,0.418,4.91,True,low,93.4,0.002432,0.003648,40.5,96.3,93.4,43.8,100,56.6,69.3,,
383,CHEMBL368313,CHEMBL368313,CCC(C(=O)N[C@@H](CC(=O)O)C(=O)CNCCCc1ccccc1)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,immune,Ki,1.15,0.152,3.41,True,medium,68.0,0.004924,0.004924,65.7,79.9,68.0,49.2,100,73.2,69.3,,
384,CHEMBL272265,CHEMBL272265,N#CCc1ccc(-n2cnc3cnc4ccc(C#Cc5cccnc5)cc4c32)cc1,PIK3CA,escape_route,IC50,64.0,0.422,2.73,True,low,100.0,0.002194,0.003291,36.6,93.6,100.0,39.5,100,80.8,69.3,,
385,CHEMBL272265,CHEMBL272265,N#CCc1ccc(-n2cnc3cnc4ccc(C#Cc5cccnc5)cc4c32)cc1,PIK3CA,escape_route,IC50,64.0,0.422,2.73,True,low,100.0,0.002194,0.003291,36.6,93.6,100.0,39.5,100,80.8,69.3,,
386,CHEMBL213311,CHEMBL213311,CN1C(=O)C[C@H](c2ccccc2F)[C@@H]1[C@H](O)c1ccc(-c2ccc(F)cc2)s1,KRAS,escape_route,IC50,60.0,0.688,3.5,True,low,100.0,0.002222,0.003333,37.0,94.0,100.0,40.0,100,72.2,69.2,,
387,CHEMBL176584,CHEMBL176584,CCCCCCN(C)CC(=O)[C@H](CC(=O)O)NC(=O)C(CC)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,immune,Ki,1.79,0.217,3.47,True,medium,74.3,0.004684,0.004684,62.5,79.9,74.3,46.8,100,72.6,69.2,,
388,CHEMBL200226,CHEMBL200226,OCc1ccc(-c2[nH]c(-c3ccccc3)nc2-c2ccncc2)cc1,BRAF,escape_route,Kd,71.0,0.587,2.07,True,low,100.0,0.002149,0.003223,35.8,92.9,100.0,38.7,100,88.1,69.2,,
389,CHEMBL3545110,CHEMBL3545110,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,CDK6,sensitive,IC50,39.0,0.638,2.82,True,low,100.0,0.006022,0.000903,46.2,100.0,100.0,9.0,100,79.8,69.2,,
390,CHEMBL421992,CHEMBL421992,CCCCCCOCC(=O)C(F)(F)F,FOLH1,other,IC50,47.86,0.606,2.3,True,low,100.0,0.0029,0.0029,38.7,95.2,100.0,29.0,100,85.6,69.0,,
391,CHEMBL155621,CHEMBL155621,CCCCCCS(=O)(=O)CC(=O)C(F)(F)F,FOLH1,other,IC50,46.77,0.659,2.53,True,low,100.0,0.002913,0.002913,38.8,95.3,100.0,29.1,100,83.0,69.0,,
392,CHEMBL203384,CHEMBL203384,N[C@H](CNc1cnc(Cl)c(/C=C/c2ccncc2)c1)Cc1c[nH]c2ccccc12,AKT1,escape_route,IC50,19.0,0.388,3.12,True,medium,97.8,0.002721,0.004082,45.4,78.5,97.8,49.0,100,76.4,69.0,,
393,CHEMBL120186,CHEMBL120186,COc1ccc(NS(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)cc1NC(=O)[C@H](C)NC(C)=O,MAP2K1,sensitive,IC50,43.0,0.32,2.94,True,low,100.0,0.005916,0.000887,45.4,100.0,100.0,8.9,100,78.4,68.9,,
394,CHEMBL534951,CHEMBL534951,Cl.O=C(O)COc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1,PIK3CA,escape_route,IC50,24.0,0.498,2.68,True,medium,100.0,0.00262,0.00393,43.7,78.1,100.0,47.2,100,81.3,68.8,,
395,CHEMBL3698726,CHEMBL3698726,c1cc2c3cnc(Nc4ccc(NC5CCNCC5)nn4)nc3n(C3CCCC3)c2cn1,CDK6,sensitive,IC50,12.4,0.44,2.95,True,medium,98.8,0.007266,0.00109,55.7,86.9,98.8,10.9,100,78.3,68.8,,
396,CHEMBL202838,CHEMBL202838,COc1cc(NC(=O)CCCc2cccs2)c(Cl)cc1NC(=O)Nc1cnc(C#N)cn1,CHEK1,resistant,IC50,91.0,0.438,2.6,True,medium,98.8,0.00102,0.005102,40.8,80.0,98.8,51.0,100,82.2,68.8,,
397,CHEMBL490428,CHEMBL490428,Cc1ccc(Nc2ccc3c(c2)N(c2nc4c(s2)C(=O)NC(C)(C)C4)CCO3)nn1,PIK3CB,escape_route,IC50,23.0,0.666,3.05,True,medium,100.0,0.002638,0.003957,44.0,78.2,100.0,47.5,100,77.2,68.7,,
398,CHEMBL394503,CHEMBL394503,CNC(=O)Nc1cc(CNc2ccccc2C(=O)Nc2ccc3c(c2)OC(F)(F)O3)ccn1,BRAF,escape_route,IC50,24.0,0.447,2.55,True,medium,98.9,0.00262,0.00393,43.7,78.1,98.9,47.2,100,82.8,68.6,,
399,CHEMBL176512,CHEMBL176512,CCCCN(CC)CC(=O)[C@H](CC(=O)O)NC(=O)C(CC)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,immune,Ki,2.3,0.256,3.46,True,medium,75.1,0.004548,0.004548,60.6,79.8,75.1,45.5,100,72.7,68.6,,
400,CHEMBL369589,CHEMBL369589,CCC(C(=O)NC(CC(=O)O)C(=O)CN1CCC(C(N)=O)CC1)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,immune,Ki,11.6,0.247,3.47,True,low,74.9,0.003669,0.003669,48.9,98.8,74.9,36.7,100,72.6,68.5,,
401,CHEMBL214282,CHEMBL214282,CN1C(=O)C[C@H](c2ccccc2)[C@@H]1[C@H](O)c1ccc(S(=O)(=O)N2CCOCC2)s1,KRAS,escape_route,IC50,70.0,0.773,3.63,True,low,100.0,0.002155,0.003232,35.9,93.0,100.0,38.8,100,70.8,68.4,,
402,CHEMBL334603,CHEMBL334603,NC(=O)c1cccc2[nH]c(-c3ccccc3C(F)(F)F)nc12,PARP1,resistant,Ki,190.0,0.762,2.2,True,low,100.0,0.000861,0.004303,34.4,89.1,100.0,43.0,100,86.7,68.4,,
403,CHEMBL379914,CHEMBL379914,N[C@H](COc1cnc(Cl)c(/C=C/c2ccncc2)c1)Cc1c[nH]c2ccccc12,AKT1,escape_route,IC50,23.0,0.436,3.07,True,medium,98.7,0.002638,0.003957,44.0,78.2,98.7,47.5,100,77.0,68.4,,
404,CHEMBL4244338,CHEMBL4244338,CN1CCN(S(=O)(=O)c2ccc(N3CCCC3)cc2)c2ccccc21,MDM2,sensitive,EC50,65.0,0.847,2.14,True,low,100.0,0.005468,0.00082,41.9,100.0,100.0,8.2,100,87.3,68.2,,
405,CHEMBL3698656,CHEMBL3698656,c1cc2c3cnc(Nc4ccc(N5CCNCC5)cn4)nc3n(C3CCOCC3)c2cn1,CDK6,sensitive,IC50,57.0,0.511,2.91,True,low,100.0,0.00561,0.000842,43.0,100.0,100.0,8.4,100,78.8,68.1,,
406,CHEMBL200863,CHEMBL200863,CC(C)(CNC(=O)Nc1ccc(Cl)cc1)c1nc(-c2ccc(Cl)c(O)c2)c(-c2ccncc2)[nH]1,BRAF,escape_route,IC50,13.0,0.253,2.66,True,medium,85.1,0.002886,0.004329,48.1,79.0,85.1,51.9,100,81.6,68.1,,
407,CHEMBL3642038,CHEMBL3642038,CN(C)C1CN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nn2)CCC1O,CDK6,sensitive,IC50,13.3,0.452,3.77,True,medium,99.0,0.00719,0.001079,55.1,86.8,99.0,10.8,100,69.2,68.1,,
408,CHEMBL4854762,CHEMBL4854762,Cc1c(Cc2ccccc2)c(-c2cc(Cl)nc(N)n2)nn1C,EZH2,resistant,IC50,195.0,0.755,2.47,True,low,100.0,0.000855,0.004275,34.2,88.6,100.0,42.8,100,83.7,68.0,,
409,CHEMBL375544,CHEMBL375544,O=C(NC(CO)c1ccc(Cl)cc1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,MAPK1,sensitive,Ki,14.0,0.345,3.0,True,medium,96.9,0.007135,0.00107,54.7,86.8,96.9,10.7,100,77.8,68.0,,
410,CHEMBL121130,CHEMBL121130,COc1ccc(NS(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)cc1NC(=O)[C@@H](NC(C)=O)[C@@H](C)O,MAP2K1,sensitive,IC50,27.0,0.244,3.29,True,low,89.9,0.006422,0.000963,49.2,100.0,89.9,9.6,100,74.6,67.9,,
411,CHEMBL3702070,CHEMBL3702070,CCC(CC)n1c2cnccc2c2cnc(Nc3ccc(N4CCC(N(C)C)CC4)nn3)nc21,CDK6,sensitive,IC50,16.0,0.435,3.03,True,medium,98.7,0.00699,0.001048,53.6,86.6,98.7,10.5,100,77.4,67.9,,
412,CHEMBL381421,CHEMBL381421,Oc1cc(-c2[nH]c(-c3ccccc3)nc2-c2ccnnc2)ccc1Cl,BRAF,escape_route,Kd,87.0,0.569,2.47,True,low,100.0,0.00206,0.003091,34.3,91.3,100.0,37.1,100,83.7,67.9,,
413,CHEMBL173677,CHEMBL173677,CCCCN(C)CC(=O)[C@H](CC(=O)O)NC(=O)C(CC)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,immune,Ki,3.1,0.28,3.43,True,medium,75.6,0.004386,0.004386,58.5,79.8,75.6,43.9,100,73.0,67.8,,
414,CHEMBL322268,CHEMBL322268,O=C(CCn1c2c(c(=O)[nH]c1=O)CCCC2)NCC(=O)N1CCN(c2ccccc2)CC1,PARP1,resistant,IC50,200.0,0.672,2.42,True,low,100.0,0.000849,0.004247,34.0,88.0,100.0,42.5,100,84.2,67.8,,
415,CHEMBL115336,CHEMBL115336,CC(C)[C@H](NC(=O)c1ccccc1)C(=O)N(CC(=O)NC(CC(=O)O)C(=O)c1nc2ccccc2o1)C1Cc2ccccc2C1,CD274,immune,IC50,2.0,0.206,3.56,True,medium,69.1,0.004624,0.004624,61.7,79.8,69.1,46.2,100,71.6,67.8,,
416,CHEMBL3641990,CHEMBL3641990,CNC1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCC5)c4n3)nn2)CC1,CDK6,sensitive,IC50,19.0,0.498,2.89,True,medium,100.0,0.006803,0.00102,52.2,86.3,100.0,10.2,100,79.0,67.7,,
417,CHEMBL3702141,CHEMBL3702141,c1cc2c3cnc(Nc4ccc(N5CCNCC5)cn4)cc3n(C3CCSC3)c2cn1,CDK6,sensitive,IC50,17.0,0.509,3.48,True,medium,100.0,0.006924,0.001039,53.1,86.5,100.0,10.4,100,72.4,67.7,,
418,CHEMBL260876,THIOUREA,NC(N)=S,ATM,resistant,IC50,200.0,0.371,2.58,True,low,100.0,0.000849,0.004247,34.0,88.0,100.0,42.5,100,82.4,67.7,,
419,CHEMBL220897,CHEMBL220897,O=C(NC(CO)c1cc(Cl)cc(Cl)c1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,MAPK1,sensitive,Ki,7.0,0.297,3.17,True,medium,85.9,0.007887,0.001183,60.5,87.4,85.9,11.8,100,75.9,67.7,,
420,CHEMBL2113248,CHEMBL2113248,CC(C)C[C@H]1c2cc3c(C(F)(F)F)cc(O)nc3cc2NC[C@@H]1C,AR,sensitive,EC50,56.0,0.796,3.94,True,low,100.0,0.00563,0.000844,43.2,100.0,100.0,8.4,100,67.3,67.6,,
421,CHEMBL3216006,CHEMBL3216006,Cl.Cl.c1cc(OCCN2CCOCC2)cc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1,PIK3CA,escape_route,IC50,16.0,0.366,2.85,True,medium,87.3,0.002796,0.004194,46.6,78.7,87.3,50.3,100,79.4,67.6,,
422,CHEMBL115252,CHEMBL115252,O=C[C@H](CC(=O)O)NS(=O)(=O)c1ccccc1OCCc1cccc2ccccc12,CD274,immune,IC50,62.0,0.482,2.78,True,low,100.0,0.00276,0.00276,36.8,93.8,100.0,27.6,100,80.2,67.6,,
423,CHEMBL141247,CHEMBL141247,O=C(Nc1ccccn1)Nc1cccc2c1[C@H]1CCCN1C2=O,CDK6,sensitive,IC50,71.0,0.895,2.72,True,low,100.0,0.005372,0.000806,41.2,100.0,100.0,8.1,100,80.9,67.6,,
424,CHEMBL3698670,CHEMBL3698670,c1cnc2c(c1)c1cnc(Nc3ccc(N4CCNCC4)cn3)nc1n2C1CCCC1,CDK6,sensitive,IC50,21.0,0.527,2.77,True,medium,100.0,0.006694,0.001004,51.3,86.2,100.0,10.0,100,80.3,67.5,,
425,CHEMBL203007,CHEMBL203007,COc1cc2c(Nc3cnc(NC(=O)c4ccc(C)c(Br)c4)nc3)ncnc2cc1OCCCN1CCOCC1,AURKA,resistant,IC50,70.0,0.247,2.72,True,medium,84.9,0.001077,0.005387,43.1,81.8,84.9,53.9,100,80.9,67.5,,
426,CHEMBL4240141,CHEMBL4240141,CN1CCN(S(=O)(=O)c2ccc(N3CCC=N3)cc2)c2ccccc21,MDM2,sensitive,EC50,74.0,0.848,2.7,True,low,100.0,0.005327,0.000799,40.8,100.0,100.0,8.0,100,81.1,67.5,,
427,CHEMBL281028,CHEMBL281028,CC1(C)CCNc2cc3nc(O)cc(C(F)(F)F)c3cc21,AR,sensitive,EC50,68.0,0.771,3.06,True,low,100.0,0.005419,0.000813,41.5,100.0,100.0,8.1,100,77.1,67.5,,
428,CHEMBL248051,CHEMBL248051,NC(=O)c1cc(CNc2ccccc2C(=O)Nc2ccc3c(c2)OC(F)(F)O3)ccn1,BRAF,escape_route,IC50,34.0,0.557,2.47,True,medium,100.0,0.002469,0.003703,41.1,77.3,100.0,44.4,100,83.7,67.5,,
429,CHEMBL428690,CHEMBL428690,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,ATR,resistant,Kd,110.0,0.61,3.41,True,medium,100.0,0.000979,0.004897,39.2,78.3,100.0,49.0,100,73.2,67.3,,
430,CHEMBL428690,CHEMBL428690,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,ATR,resistant,Kd,110.0,0.61,3.41,True,medium,100.0,0.000979,0.004897,39.2,78.3,100.0,49.0,100,73.2,67.3,,
431,CHEMBL428690,CHEMBL428690,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,ATR,resistant,Kd,110.0,0.61,3.41,True,medium,100.0,0.000979,0.004897,39.2,78.3,100.0,49.0,100,73.2,67.3,,
432,CHEMBL282866,CHEMBL282866,CCC1(CC)CCNc2cc3nc(O)cc(C(F)(F)F)c3cc21,AR,sensitive,IC50,73.0,0.831,3.26,True,low,100.0,0.005342,0.000801,41.0,100.0,100.0,8.0,100,74.9,67.2,,
433,CHEMBL220320,CHEMBL220320,O=C(NCc1ccccc1)c1cc(-c2n[nH]cc2-c2cccc(Cl)c2)c[nH]1,MAPK1,sensitive,Ki,86.0,0.474,2.52,True,low,100.0,0.005164,0.000775,39.6,100.0,100.0,7.7,100,83.1,67.2,,
434,CHEMBL2436173,CHEMBL2436173,CC(=O)c1ccc2c(c1)c1c3c(ccc1n2CC[C@H]1CCCN1C)C(=O)CC3,MDM2,sensitive,EC50,80.0,0.626,3.09,True,low,100.0,0.005242,0.000786,40.2,100.0,100.0,7.9,100,76.8,67.1,,
435,CHEMBL445340,CHEMBL445340,CC(C)C1CNC(=O)c2cc(-c3ccnc(N)n3)[nH]c21,CDK4,sensitive,IC50,73.0,0.771,3.58,True,low,100.0,0.005342,0.000801,41.0,100.0,100.0,8.0,100,71.3,67.1,,
436,CHEMBL526092,CHEMBL526092,CCC1CNC(=O)c2cc(-c3ccnc(N)n3)[nH]c21,CDK4,sensitive,IC50,73.0,0.755,3.54,True,low,100.0,0.005342,0.000801,41.0,100.0,100.0,8.0,100,71.8,67.1,,
437,CHEMBL260313,CHEMBL260313,COC[C@H]1OC(=O)/C(=C/N2CCC(=O)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,PIK3CA,escape_route,IC50,60.0,0.41,5.01,True,low,93.2,0.002222,0.003333,37.0,94.0,93.2,40.0,100,55.4,67.0,,
438,CHEMBL3702209,CHEMBL3702209,CN(C)C1CCN(c2ccc(Nc3ncc4c5ccccc5n(C5CCCC5)c4n3)nc2)CC1,CDK6,sensitive,IC50,12.0,0.437,2.7,True,medium,88.7,0.007302,0.001095,56.0,86.9,88.7,10.9,100,81.1,67.0,,
439,CHEMBL211819,CHEMBL211819,O=C1NC(=O)/C(=C/c2ccc(-c3cc(O)ccc3O)o2)S1,PIK3CA,escape_route,IC50,100.0,0.582,2.6,True,low,100.0,0.002,0.003,33.3,90.0,100.0,36.0,100,82.2,67.0,,
440,CHEMBL537877,CHEMBL537877,COc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1.Cl,PIK3CA,escape_route,IC50,100.0,0.52,2.58,True,low,100.0,0.002,0.003,33.3,90.0,100.0,36.0,100,82.4,67.0,,
441,CHEMBL3702217,CHEMBL3702217,CC[C@@H](C)n1c2cnccc2c2cnc(Nc3ccc(N4CCN[C@@H](C)C4)nn3)nc21,CDK6,sensitive,IC50,21.0,0.511,3.71,True,medium,100.0,0.006694,0.001004,51.3,86.2,100.0,10.0,100,69.9,66.9,,
442,CHEMBL202026,CHEMBL202026,CCN(C(=O)Cc1cnc(Nc2ncnc3cc(OCCCN4CCOCC4)c(OC)cc23)s1)c1ccccc1,AURKA,resistant,IC50,55.0,0.25,2.79,True,medium,75.0,0.00113,0.005649,45.2,83.2,75.0,56.5,100,80.1,66.8,,
443,CHEMBL192575,CHEMBL192575,CC(C)(C)c1ccc(C(=O)Nc2n[nH]c3c2CN(C(=O)Cc2ccccc2)C3)cc1,AURKA,resistant,IC50,130.0,0.691,2.34,True,medium,100.0,0.000943,0.004715,37.7,76.6,100.0,47.1,100,85.1,66.8,,
444,CHEMBL332551,CHEMBL332551,Nc1nc(C2=C3C(=Nc4ccccc43)C(=O)NCC2)c(O)[nH]1,MAPK1,sensitive,IC50,89.0,0.632,3.33,True,low,100.0,0.005127,0.000769,39.3,100.0,100.0,7.7,100,74.1,66.7,,
445,CHEMBL332551,CHEMBL332551,Nc1nc(C2=C3C(=Nc4ccccc43)C(=O)NCC2)c(O)[nH]1,MAPK1,sensitive,IC50,89.0,0.632,3.33,True,low,100.0,0.005127,0.000769,39.3,100.0,100.0,7.7,100,74.1,66.7,,
446,CHEMBL3702247,CHEMBL3702247,CN(C)C1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCC5)c4n3)nn2)CC1,CDK6,sensitive,IC50,27.0,0.499,2.9,True,medium,100.0,0.006422,0.000963,49.2,85.6,100.0,9.6,100,78.9,66.6,,
447,CHEMBL212781,CHEMBL212781,CN1C(=O)C[C@H](c2ccccc2)[C@@H]1[C@H](O)c1ccc(-c2ccccc2)s1,KRAS,escape_route,IC50,100.0,0.743,3.34,True,low,100.0,0.002,0.003,33.3,90.0,100.0,36.0,100,74.0,66.6,,
448,CHEMBL79280,CHEMBL79280,COc1ccc(NS(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)cc1F,MAP2K1,sensitive,IC50,101.0,0.51,2.35,True,low,100.0,0.004989,0.000748,38.2,98.9,100.0,7.5,100,85.0,66.6,,
449,CHEMBL369634,CHEMBL369634,CCC(C(=O)N[C@@H](CC(=O)O)C(=O)CNCc1ccccc1)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,immune,Ki,3.05,0.193,3.34,True,medium,68.9,0.004395,0.004395,58.6,79.8,68.9,43.9,100,74.0,66.6,,
450,CHEMBL364872,CHEMBL364872,CN1C(=O)C[C@H](c2ccccc2)[C@@H]1[C@@H](O)c1ccc(-c2ccccc2)s1,KRAS,escape_route,IC50,100.0,0.743,3.34,True,low,100.0,0.002,0.003,33.3,90.0,100.0,36.0,100,74.0,66.6,,
451,CHEMBL3698696,CHEMBL3698696,O=S1(=O)CCC(Nc2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nc2)C1,CDK6,sensitive,IC50,24.0,0.459,3.36,True,medium,99.2,0.006549,0.000982,50.2,85.9,99.2,9.8,100,73.8,66.5,,
452,CHEMBL315638,CHEMBL315638,O=C(O)c1cccc(Cn2nc(-c3cccs3)c(Cc3cc4c(cc3Cl)OCO4)c2C(=O)O)c1,CHEK2,resistant,IC50,89.0,0.369,2.74,True,medium,87.4,0.001025,0.005127,41.0,80.2,87.4,51.3,100,80.7,66.5,,
453,CHEMBL219790,CHEMBL219790,O=C(NC(CO)c1ccc(F)c(F)c1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,MAPK1,sensitive,Ki,22.0,0.355,3.12,True,medium,97.1,0.006644,0.000997,50.9,86.1,97.1,10.0,100,76.4,66.5,,
454,CHEMBL410071,CHEMBL410071,COC[C@H]1OC(=O)/C(=C/N2CCC(C(=O)O)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,PIK3CA,escape_route,IC50,33.0,0.334,4.92,True,low,76.7,0.002481,0.003722,41.4,96.7,76.7,44.7,100,56.4,66.4,,
455,CHEMBL377304,CHEMBL377304,CN(C)CCOCCN(C)CCOc1cc(N2CCCC2)c(NC(=O)Nc2cnc(C#N)cn2)cc1Cl,CHEK1,resistant,IC50,64.0,0.376,2.93,True,medium,77.5,0.001097,0.005485,43.9,82.4,77.5,54.9,100,78.6,66.4,,
456,CHEMBL2426395,CHEMBL2426395,COc1ccc(NC(=S)NC(=O)c2cn(-c3ccccc3)nc2-c2ccc(OC)cc2)cc1,CDK6,sensitive,IC50,29.0,0.409,2.09,True,medium,98.2,0.006344,0.000952,48.6,85.4,98.2,9.5,100,87.9,66.4,,
457,CHEMBL360089,LEINAMYCIN,C/C1=C\[C@@H](O)C(=O)/C=C/C=C\c2csc(n2)[C@@H](C)NC(=O)C[C@@]2(CC1)[S+]([O-])SC(=O)[C@]2(C)O,MAP2K1,sensitive,IC50,11.0,0.275,7.08,True,low,80.1,0.007397,0.001109,56.7,100.0,80.1,11.1,100,32.4,66.3,,
