chembl_id,smiles,target_gene,population_target,source,activity_nM,mw,qed,sa_score,admet_score,best_similarity,generation_method,score_efficacy,score_selectivity,score_safety,score_resistance,score_novelty,score_synth,score_overall,rank
CHEMBL200783,O/N=C/c1ccc(-c2[nH]c(-c3ccccc3)nc2-c2ccncc2)cc1,BRAF,escape_route,scout1,5.0,0.0,0.323,2.29,100.0,,database,75.9,99.5,100.0,53.2,70,85.7,83.4,104
CHEMBL344741,O=C1NCCc2c(-c3ccc[nH]3)[nH]c3cccc1c23,PARP1,resistant,scout1,8.0,0.0,0.611,2.83,100.0,,database,69.2,99.2,100.0,69.2,70,79.7,83.4,105
CHEMBL425904,CC(CN(C)C)Oc1ccc(Cl)cc1NC(=O)Nc1cnc(C#N)cn1,CHEK1,resistant,scout1,8.0,0.0,0.805,3.03,100.0,,database,69.2,99.2,100.0,69.2,70,77.4,83.3,106
,NS(=O)(=O)C(=O)c1c(Cc2cc3c(cc2Cl)OCO3)c(-c2cccs2)nn1CC1CCCCC1,CHEK2,resistant,scout2,3.69,522.0,0.507,4.2,70.0,0.498,r_group,80.3,99.6,70.0,80.3,100,64.4,83.3,107
CHEMBL5220347,Cn1cc(Cc2ccccc2OCCN2CC3(COC3)C2)c(-c2cc(Cl)nc(N)n2)n1,EZH2,resistant,scout1,7.8,0.0,0.564,3.47,100.0,,database,69.6,99.2,100.0,69.6,70,72.6,83.2,108
CHEMBL5218698,Nc1nc(Cl)cc(-c2nn(C(F)F)cc2Cc2ccccc2OCCN2CCOCC2)n1,EZH2,resistant,scout1,3.9,0.0,0.511,2.97,100.0,,database,79.5,79.7,100.0,79.5,70,78.1,83.1,109
CHEMBL323488,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)c1ccc2ccccc2c1,PARP1,resistant,scout1,8.5,0.0,0.59,2.66,100.0,,database,68.3,99.2,100.0,68.3,70,81.6,83.1,110
CHEMBL5218702,CC1(O)CCN(CCOc2ccccc2Cc2cn(C(F)F)nc2-c2cc(Cl)nc(N)n2)CC1,EZH2,resistant,scout1,4.0,0.0,0.461,3.18,99.2,,database,79.1,79.7,99.2,79.1,70,75.8,82.7,111
CHEMBL25802,Oc1cc(C(F)(F)F)c2cc3c(cc2n1)NC[C@H]1CCCC[C@H]31,AR,sensitive,scout1,2.0,0.0,0.741,3.66,100.0,,database,89.1,99.8,100.0,26.7,70,70.4,82.7,112
CHEMBL200258,Nc1nccc(-c2[nH]c(-c3ccccc3)nc2-c2ccc(Cl)c(O)c2)n1,BRAF,escape_route,scout1,5.7,0.0,0.507,2.4,100.0,,database,74.1,99.4,100.0,51.8,70,84.4,82.6,113
CHEMBL313044,O=C(O)c1c(Cc2cc3c(cc2Cl)OCO3)c(-c2ccsc2)nn1CC1CCCCC1,CHEK2,resistant,scout1,3.2,0.0,0.5,2.86,90.0,,database,82.3,79.7,90.0,82.3,70,79.3,82.5,114
CHEMBL385266,CN1CCN(c2ccc(C(=O)Nc3n[nH]c4c3CN(C(=O)[C@H](F)c3ccccc3)C4)cc2)CC1,AURKA,resistant,scout1,9.0,0.0,0.609,3.1,100.0,,database,67.5,99.1,100.0,67.5,70,76.7,82.5,115
CHEMBL381724,COc1cc2c(Nc3cnc(NC(=O)c4ccccc4)nc3)ncnc2cc1OCCCN1CCOCC1,AURKA,resistant,scout1,3.0,0.0,0.303,2.55,86.1,,database,83.3,79.8,86.1,83.3,70,82.8,82.3,116
CHEMBL381250,Oc1cc(-c2[nH]c(-c3cccnc3)nc2-c2ccncc2)ccc1Cl,BRAF,escape_route,scout1,6.0,0.0,0.569,2.39,100.0,,database,73.3,99.4,100.0,51.3,70,84.6,82.3,117
CHEMBL314454,O=C(O)c1c(Cc2cc3c(cc2Cl)OCO3)c(-c2ccccn2)nn1CC1CCCCC1,CHEK2,resistant,scout1,3.4,0.0,0.552,2.78,91.0,,database,81.5,79.7,91.0,81.5,70,80.2,82.3,118
CHEMBL558955,COC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)Nc5ccc(CO)cc5)cc4)nc32)CC1,MTOR,escape_route,scout1,0.08,0.0,0.306,2.78,71.1,,database,100.0,80.0,71.1,70.0,70,80.2,82.2,119
CHEMBL424696,c1ccc(Nc2ncc(-c3ccnc(OC4CCCCC4)n3)s2)nc1,CDK4,sensitive,scout1,2.5,0.0,0.73,2.62,100.0,,database,85.9,99.8,100.0,25.8,70,82.0,82.2,120
CHEMBL205449,COc1cc(CN2CCCCC2)ccc1NC(=O)Nc1cnc(C#N)cn1,CHEK1,resistant,scout1,10.0,0.0,0.843,2.33,100.0,,database,66.0,99.0,100.0,66.0,70,85.2,82.2,121
CHEMBL193117,CN1CCC(Oc2ccc(Cl)cc2NC(=O)Nc2cnc(C#N)cn2)CC1,CHEK1,resistant,scout1,10.0,0.0,0.836,2.56,100.0,,database,66.0,99.0,100.0,66.0,70,82.7,82.1,122
CHEMBL540695,O=C(Nc1ccncc1)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(=O)c5cccnc5)CC4)c3n2)cc1,MTOR,escape_route,scout1,0.83,0.0,0.291,2.86,70.8,,database,100.0,79.9,70.8,70.0,70,79.3,82.1,123
CHEMBL200889,CC(C)(CN)c1nc(-c2ccc(Cl)c(O)c2)c(-c2ccncc2)[nH]1,BRAF,escape_route,scout1,6.0,0.0,0.674,2.72,100.0,,database,73.3,99.4,100.0,51.3,70,80.9,82.1,124
CHEMBL201197,COc1cc2c(Nc3ncc(CC(=O)Nc4cccc(F)c4F)s3)ncnc2cc1OCCCN1CCC[C@H]1CO,AURKA,resistant,scout1,2.0,0.0,0.206,3.32,74.1,,database,89.1,79.8,74.1,89.1,70,74.2,82.1,125
CHEMBL315280,O=C(O)COc1ccccc1Cn1nc(-c2ccccc2)c(Cc2cc3c(cc2Cl)OCO3)c1C(=O)O,CHEK2,resistant,scout1,3.3,0.0,0.325,2.65,86.5,,database,81.9,79.7,86.5,81.9,70,81.7,81.7,126
CHEMBL314973,O=C(O)COC1CCCCC1Cn1nc(-c2ccccc2)c(Cc2cc3c(cc2Cl)OCO3)c1C(=O)O,CHEK2,resistant,scout1,3.2,0.0,0.405,3.61,88.1,,database,82.3,79.7,88.1,82.3,70,71.0,81.7,127
CHEMBL192928,CC(C)(C)c1ccc(C(=O)Nc2[nH]nc3c2CN(C(=O)Cc2ccsc2)C3)cc1,AURKA,resistant,scout1,5.0,0.0,0.682,2.81,100.0,,database,75.9,79.6,100.0,75.9,70,79.9,81.6,128
,CC(=O)c1cccc2[nH]c(-c3ccc(Cl)cc3)nc12,PARP1,resistant,scout2,5.62,270.7,0.713,2.4,70.0,0.451,r_group,74.3,99.4,70.0,74.3,100,84.4,81.5,129
,Cl.NC(=O)c1cccc2[nH]c(-c3ccncc3)nc12,PARP1,resistant,scout2,5.72,274.7,0.751,2.4,70.0,0.608,bioisostere,74.0,99.4,70.0,74.0,100,84.4,81.4,130
,CNC(=O)c1cccc2[nH]c(-c3ccc(Cl)cc3)nc12,PARP1,resistant,scout2,5.68,285.7,0.759,2.5,70.0,0.42,r_group,74.1,99.4,70.0,74.1,100,83.3,81.4,131
,COc1ccc(-c2nc3c(C(N)=S)cccc3[nH]2)cc1O,PARP1,resistant,scout2,5.64,299.4,0.647,2.6,70.0,0.644,bioisostere,74.2,99.4,70.0,74.2,100,82.2,81.4,132
CHEMBL384304,COc1ccc(F)c(F)c1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N,ATR,resistant,scout1,11.0,0.0,0.644,2.66,100.0,,database,64.6,98.9,100.0,64.6,70,81.6,81.4,133
,Cl.NC(=O)c1cccc2[nH]c(-c3ccoc3)nc12,PARP1,resistant,scout2,5.83,263.7,0.744,2.2,70.0,0.55,bioisostere,73.7,99.4,70.0,73.7,100,86.7,81.4,134
,Cl.NC(=O)c1cccc2[nH]c(-c3cc[nH]c3)nc12,PARP1,resistant,scout2,5.84,262.7,0.66,2.2,70.0,0.549,bioisostere,73.7,99.4,70.0,73.7,100,86.7,81.4,135
CHEMBL384304,COc1ccc(F)c(F)c1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N,ATR,resistant,scout1,11.0,0.0,0.644,2.66,100.0,,database,64.6,98.9,100.0,64.6,70,81.6,81.4,136
,Cl.NC(=O)c1cccc2[nH]c(-c3ccsc3)nc12,PARP1,resistant,scout2,5.84,279.8,0.757,2.2,70.0,0.58,bioisostere,73.7,99.4,70.0,73.7,100,86.7,81.4,137
CHEMBL69063,COC(=O)c1cc2c([nH]1)C(=O)C=C1C2C(C)CN1C(=O)c1cc2cc(OC)c(OC)c(OC)c2[nH]1,MAP2K1,sensitive,scout1,0.0045,0.0,0.539,4.09,100.0,,database,100.0,80.0,100.0,30.0,70,65.7,81.3,138
CHEMBL111839,CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)NC(C=O)CC(=O)O)C(C)C,CD274,immune,scout1,0.76,0.0,0.194,3.54,73.9,,database,100.0,99.9,73.9,30.0,70,71.8,81.3,139
,NC(=O)c1cccc2[nH]c(-c3ccc(OC(F)(F)F)c(O)c3)nc12,PARP1,resistant,scout2,5.47,337.3,0.684,3.0,70.0,0.405,r_group,74.6,99.5,70.0,74.6,100,77.8,81.3,140
,O=C(F)c1cccc2[nH]c(-c3ccc(Cl)cc3)nc12,PARP1,resistant,scout2,5.76,274.7,0.718,2.4,70.0,0.625,r_group,73.9,99.4,70.0,73.9,100,84.4,81.3,141
,COOc1ccc(-c2nc3c(C(N)=O)cccc3[nH]2)cc1O,PARP1,resistant,scout2,5.7,299.3,0.504,2.8,70.0,0.675,r_group,74.1,99.4,70.0,74.1,100,80.0,81.2,142
,NC(=S)c1cccc2[nH]c(-c3ccc(Cl)cc3)nc12,PARP1,resistant,scout2,5.92,287.8,0.709,2.4,70.0,0.543,bioisostere,73.5,99.4,70.0,73.5,100,84.4,81.2,143
,CNOc1ccc(-c2nc3c(C(N)=O)cccc3[nH]2)cc1O,PARP1,resistant,scout2,5.72,298.3,0.546,2.8,70.0,0.606,r_group,74.0,99.4,70.0,74.0,100,80.0,81.2,144
,NOc1ccc(-c2nc3c(C(N)=O)cccc3[nH]2)cc1O,PARP1,resistant,scout2,5.77,284.3,0.539,2.6,70.0,0.634,r_group,73.9,99.4,70.0,73.9,100,82.2,81.2,145
,O=C(c1cccc2[nH]c(-c3ccc(Cl)cc3)nc12)C1CC1,PARP1,resistant,scout2,5.79,296.8,0.725,2.6,70.0,0.452,r_group,73.8,99.4,70.0,73.8,100,82.2,81.2,146
,COC(=O)c1cccc2[nH]c(-c3ccc(Cl)cc3)nc12,PARP1,resistant,scout2,5.81,286.7,0.731,2.5,70.0,0.564,r_group,73.8,99.4,70.0,73.8,100,83.3,81.2,147
,NC(=O)c1cccc2[nH]c(-c3ccc(OF)c(O)c3)nc12,PARP1,resistant,scout2,5.81,287.2,0.688,2.6,70.0,0.656,r_group,73.8,99.4,70.0,73.8,100,82.2,81.2,148
,COc1ccc(-c2nc3c(C(N)=O)cccc3[nH]2)cc1S,PARP1,resistant,scout2,5.83,299.4,0.65,2.6,70.0,0.607,bioisostere,73.7,99.4,70.0,73.7,100,82.2,81.1,149
CHEMBL35670,COC(=O)c1c(C)[nH]c2c1[C@@]13C[C@@H]1CN(C(=O)c1cc4cc(OC)c(OC)c(OC)c4[nH]1)C3=CC2=O,MAP2K1,sensitive,scout1,0.045,0.0,0.526,4.4,100.0,,database,100.0,80.0,100.0,30.0,70,62.2,81.1,150
CHEMBL3698644,c1cc2c3cnc(Nc4cnc(N5CCNCC5)nc4)nc3n(C3CCCC3)c2cn1,CDK6,sensitive,scout1,1.1,0.0,0.525,2.85,100.0,,database,97.6,79.9,100.0,29.3,70,79.4,81.1,151
CHEMBL159124,COC(=O)c1c(C)[nH]c2c1[C@@]13C[C@@H]1CN(C(=O)/C=C/c1cnc(OC)nc1)C3=CC2=O,MAP2K1,sensitive,scout1,2.5,0.0,0.592,4.48,100.0,,database,85.9,99.8,100.0,25.8,70,61.3,81.1,152
,N#COc1ccc(-c2nc3c(C(N)=O)cccc3[nH]2)cc1O,PARP1,resistant,scout2,5.79,294.3,0.636,2.8,70.0,0.647,r_group,73.8,99.4,70.0,73.8,100,80.0,81.1,153
,CN(O)c1ccc(-c2nc3c(C(N)=O)cccc3[nH]2)cc1,PARP1,resistant,scout2,5.84,282.3,0.641,2.6,70.0,0.645,r_group,73.7,99.4,70.0,73.7,100,82.2,81.1,154
,CSc1ccc(-c2nc3c(C(N)=O)cccc3[nH]2)cc1O,PARP1,resistant,scout2,5.92,299.4,0.648,2.6,70.0,0.637,bioisostere,73.5,99.4,70.0,73.5,100,82.2,81.0,155
,CN(Cl)c1ccc(-c2nc3c(C(N)=O)cccc3[nH]2)cc1,PARP1,resistant,scout2,5.98,300.7,0.73,2.6,70.0,0.635,r_group,73.4,99.4,70.0,73.4,100,82.2,81.0,156
,O=C(Cl)c1cccc2[nH]c(-c3ccc(Cl)cc3)nc12,PARP1,resistant,scout2,6.18,291.1,0.717,2.4,70.0,0.515,r_group,72.9,99.4,70.0,72.9,100,84.4,80.9,157
CHEMBL3237704,CC1(C)CCC(n2c3cnccc3c3cnc(Nc4ccc(N5CCNCC5)cn4)nc32)CC1,CDK6,sensitive,scout1,1.1,0.0,0.462,3.0,99.2,,database,97.6,79.9,99.2,29.3,70,77.8,80.9,158
,CN(C(=O)O)c1ccc(-c2nc3c(C(N)=O)cccc3[nH]2)cc1,PARP1,resistant,scout2,5.93,310.3,0.689,2.9,70.0,0.616,r_group,73.5,99.4,70.0,73.5,100,78.9,80.9,159
,NC(=O)c1cccc2[nH]c(-c3ccc(OS(N)(=O)=O)c(O)c3)nc12,PARP1,resistant,scout2,5.84,348.3,0.54,3.0,70.0,0.619,r_group,73.7,99.4,70.0,73.7,100,77.8,80.9,160
,NC(=O)c1cccc2[nH]c(-c3ccc(OC4CC4)c(O)c3)nc12,PARP1,resistant,scout2,5.94,309.3,0.689,2.9,70.0,0.592,r_group,73.5,99.4,70.0,73.5,100,78.9,80.9,161
,CN(C)C(=O)c1cccc2[nH]c(-c3ccc(Cl)cc3)nc12,PARP1,resistant,scout2,6.02,299.8,0.786,2.6,70.0,0.442,r_group,73.3,99.4,70.0,73.3,100,82.2,80.9,162
,CCC(=O)c1cccc2[nH]c(-c3ccc(Cl)cc3)nc12,PARP1,resistant,scout2,6.14,284.7,0.721,2.5,70.0,0.467,r_group,73.0,99.4,70.0,73.0,100,83.3,80.9,163
,NC(=O)Oc1ccc(-c2nc3c(C(N)=O)cccc3[nH]2)cc1O,PARP1,resistant,scout2,5.89,312.3,0.579,2.9,70.0,0.612,r_group,73.6,99.4,70.0,73.6,100,78.9,80.9,164
,NC(=O)c1cccc2[nH]c(-c3ccc(OCl)c(O)c3)nc12,PARP1,resistant,scout2,6.02,303.7,0.692,2.6,70.0,0.613,r_group,73.3,99.4,70.0,73.3,100,82.2,80.9,165
,CN(C)Oc1ccc(-c2nc3c(C(N)=O)cccc3[nH]2)cc1O,PARP1,resistant,scout2,6.03,312.3,0.638,2.9,70.0,0.548,r_group,73.2,99.4,70.0,73.2,100,78.9,80.8,166
CHEMBL107764,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)c1ccc(-c2cccnc2)cc1,PARP1,resistant,scout1,12.0,0.0,0.531,2.71,100.0,,database,63.4,98.8,100.0,63.4,70,81.0,80.8,167
CHEMBL108919,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)c1ccc(N2CCCC2)cc1,PARP1,resistant,scout1,12.0,0.0,0.627,2.7,100.0,,database,63.4,98.8,100.0,63.4,70,81.1,80.8,168
,N#Cc1cnc(NC(=O)Nc2cc(F)ccc2OC2CCOC2)cn1,CHEK1,resistant,scout2,5.86,343.3,0.881,3.1,70.0,0.543,r_group,73.7,99.4,70.0,73.7,100,76.7,80.8,169
,CCOc1ccc(-c2nc3c(C(N)=O)cccc3[nH]2)cc1O,PARP1,resistant,scout2,6.02,297.3,0.688,2.8,70.0,0.664,r_group,73.3,99.4,70.0,73.3,100,80.0,80.8,170
,CN(F)c1ccc(-c2nc3c(C(N)=O)cccc3[nH]2)cc1,PARP1,resistant,scout2,6.16,284.3,0.726,2.6,70.0,0.595,r_group,72.9,99.4,70.0,72.9,100,82.2,80.8,171
,CN(C#N)c1ccc(-c2nc3c(C(N)=O)cccc3[nH]2)cc1,PARP1,resistant,scout2,6.07,291.3,0.571,2.8,70.0,0.602,r_group,73.2,99.4,70.0,73.2,100,80.0,80.8,172
,NS(=O)(=O)C(=O)c1cccc2[nH]c(-c3ccc(Cl)cc3)nc12,PARP1,resistant,scout2,6.13,335.8,0.749,2.8,70.0,0.452,r_group,73.0,99.4,70.0,73.0,100,80.0,80.7,173
,NC(=O)C(=O)c1cccc2[nH]c(-c3ccc(Cl)cc3)nc12,PARP1,resistant,scout2,6.2,299.7,0.575,2.6,70.0,0.487,r_group,72.9,99.4,70.0,72.9,100,82.2,80.7,174
,CN(N)c1ccc(-c2nc3c(C(N)=O)cccc3[nH]2)cc1,PARP1,resistant,scout2,6.23,281.3,0.501,2.6,70.0,0.636,r_group,72.8,99.4,70.0,72.8,100,82.2,80.7,175
,O=C(c1cccc2[nH]c(-c3ccc(Cl)cc3)nc12)C(F)(F)F,PARP1,resistant,scout2,6.15,324.7,0.699,2.8,70.0,0.486,r_group,73.0,99.4,70.0,73.0,100,80.0,80.7,176
CHEMBL304624,Oc1cccc(-c2nc(-c3ccccc3)[nH]c2-c2ccncc2)c1,BRAF,escape_route,scout1,8.0,0.0,0.585,2.11,100.0,,database,69.2,99.2,100.0,48.4,70,87.7,80.7,177
,CC(C)Oc1ccc(-c2nc3c(C(N)=O)cccc3[nH]2)cc1O,PARP1,resistant,scout2,6.06,311.3,0.689,2.9,70.0,0.588,r_group,73.2,99.4,70.0,73.2,100,78.9,80.7,178
CHEMBL431493,Oc1cc(C(F)(F)F)c2cc3c(cc2n1)NC[C@@H]1CCCC[C@H]31,AR,sensitive,scout1,3.0,0.0,0.741,3.66,100.0,,database,83.3,99.7,100.0,25.0,70,70.4,80.7,179
,N#Cc1cnc(NC(=O)Nc2cc(C(=O)O)ccc2OC2CCOC2)cn1,CHEK1,resistant,scout2,5.96,369.3,0.723,3.4,70.0,0.428,r_group,73.4,99.4,70.0,73.4,100,73.3,80.6,180
,O=C(O)c1cccc2[nH]c(-c3ccc(Cl)cc3)nc12,PARP1,resistant,scout2,6.41,272.7,0.749,2.4,70.0,0.492,r_group,72.4,99.4,70.0,72.4,100,84.4,80.6,181
CHEMBL200320,NCc1ccc(-c2nc(-c3ccc(Cl)c(O)c3)c(-c3ccncc3)[nH]2)cc1,BRAF,escape_route,scout1,8.0,0.0,0.484,2.38,100.0,,database,69.2,99.2,100.0,48.4,70,84.7,80.6,182
,CN(c1ccc(-c2nc3c(C(N)=O)cccc3[nH]2)cc1)S(N)(=O)=O,PARP1,resistant,scout2,6.12,345.4,0.649,3.0,70.0,0.626,r_group,73.0,99.4,70.0,73.0,100,77.8,80.6,183
,CN(C)c1ccoc1.NC(=O)c1cccc2[nH]cnc12,PARP1,resistant,scout2,6.43,272.3,0.747,2.5,70.0,0.42,bioisostere,72.3,99.4,70.0,72.3,100,83.3,80.6,184
CHEMBL5220723,Cn1cc(Cc2ccccc2OCCN2CCOCC2)c(-c2cc(Cl)nc(N)n2)n1,EZH2,resistant,scout1,12.3,0.0,0.578,2.74,100.0,,database,63.0,98.8,100.0,63.0,70,80.7,80.6,185
,N#Cc1cnc(NC(=O)Nc2cc(N)ccc2OC2CCOC2)cn1,CHEK1,resistant,scout2,6.06,340.3,0.721,3.1,70.0,0.456,r_group,73.2,99.4,70.0,73.2,100,76.7,80.6,186
CHEMBL112207,CC(C)[C@H](CC(=O)NCCc1cn(C)c2ccccc12)C(=O)NC(CC(=O)O)C(=O)CNS(=O)(=O)CC12CCC(CC1=O)C2(C)C,CD274,immune,scout1,0.4,0.0,0.212,5.0,74.2,,database,100.0,100.0,74.2,30.0,70,55.6,80.6,187
,CN(C)N(C)c1ccc(-c2nc3c(C(N)=O)cccc3[nH]2)cc1,PARP1,resistant,scout2,6.2,309.4,0.725,2.9,70.0,0.646,r_group,72.9,99.4,70.0,72.9,100,78.9,80.6,188
,CNc1ccc(-c2nc3c(C(N)=O)cccc3[nH]2)cc1O,PARP1,resistant,scout2,6.43,282.3,0.552,2.6,70.0,0.525,bioisostere,72.3,99.4,70.0,72.3,100,82.2,80.5,189
,CNN(C)c1ccc(-c2nc3c(C(N)=O)cccc3[nH]2)cc1,PARP1,resistant,scout2,6.35,295.3,0.642,2.8,70.0,0.626,r_group,72.5,99.4,70.0,72.5,100,80.0,80.5,190
,N#Cc1cnc(NC(=S)Nc2cc(Cl)ccc2OC2CCOC2)cn1,CHEK1,resistant,scout2,6.2,375.8,0.788,3.1,70.0,0.428,bioisostere,72.9,99.4,70.0,72.9,100,76.7,80.5,191
,CN(C)c1ccncc1.NC(=O)c1cccc2[nH]cnc12,PARP1,resistant,scout2,6.4,283.3,0.75,2.6,70.0,0.428,bioisostere,72.4,99.4,70.0,72.4,100,82.2,80.5,192
,N#Cc1cnc(NC(=O)Nc2cc(C(N)=O)ccc2OC2CCOC2)cn1,CHEK1,resistant,scout2,5.99,368.4,0.718,3.4,70.0,0.528,r_group,73.3,99.4,70.0,73.3,100,73.3,80.5,193
,Cc1ccc(OC2CCOC2)c(NC(=O)Nc2cnc(C#N)cn2)c1,CHEK1,resistant,scout2,6.18,339.4,0.885,3.1,70.0,0.467,r_group,72.9,99.4,70.0,72.9,100,76.7,80.5,194
CHEMBL207778,COc1cc(CN2CCCC2)ccc1NC(=O)Nc1cnc(C#N)cn1,CHEK1,resistant,scout1,13.0,0.0,0.857,2.32,100.0,,database,62.2,98.7,100.0,62.2,70,85.3,80.4,195
,CN(C)c1ccsc1.NC(=O)c1cccc2[nH]cnc12,PARP1,resistant,scout2,6.61,288.4,0.76,2.5,70.0,0.403,bioisostere,71.9,99.3,70.0,71.9,100,83.3,80.4,196
CHEMBL200412,O/N=C/c1ccc(-c2[nH]c(-c3ccccc3)nc2-c2ccncc2)cc1Cl,BRAF,escape_route,scout1,6.0,0.0,0.29,2.44,90.8,,database,73.3,99.4,90.8,51.3,70,84.0,80.4,197
,N#CC(=O)c1cccc2[nH]c(-c3ccc(Cl)cc3)nc12,PARP1,resistant,scout2,6.61,281.7,0.576,2.5,70.0,0.482,r_group,71.9,99.3,70.0,71.9,100,83.3,80.4,198
CHEMBL393525,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)N(C)/N=C/c1cnc2ccc(Br)cn12,PIK3CA,escape_route,scout1,7.8,0.0,0.336,2.89,100.0,,database,69.6,99.2,100.0,48.7,70,79.0,80.4,199
,N#Cc1cnc(NC(=O)Nc2cc(C3CC3)ccc2OC2CCOCC2)cn1,CHEK1,resistant,scout2,6.09,379.4,0.824,3.5,70.0,0.5,r_group,73.1,99.4,70.0,73.1,100,72.2,80.4,200
CHEMBL717,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,AR,sensitive,scout1,2.9,0.0,0.648,4.4,100.0,,database,83.7,99.7,100.0,25.1,70,62.2,80.4,201
CHEMBL393525,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)N(C)/N=C/c1cnc2ccc(Br)cn12,PIK3CA,escape_route,scout1,7.8,0.0,0.336,2.89,100.0,,database,69.6,99.2,100.0,48.7,70,79.0,80.4,202
,N#Cc1cnc(NC(=O)Nc2cc(N)ccc2OC2CCOCC2)cn1,CHEK1,resistant,scout2,6.24,354.4,0.716,3.2,70.0,0.506,r_group,72.8,99.4,70.0,72.8,100,75.6,80.4,203
,CON(C)c1ccc(-c2nc3c(C(N)=O)cccc3[nH]2)cc1,PARP1,resistant,scout2,6.47,296.3,0.724,2.8,70.0,0.553,r_group,72.2,99.4,70.0,72.2,100,80.0,80.3,204
,N#Cc1cnc(NC(=O)Nc2cc(S(N)(=O)=O)ccc2OC2CCOC2)cn1,CHEK1,resistant,scout2,6.11,404.4,0.657,3.5,70.0,0.401,r_group,73.1,99.4,70.0,73.1,100,72.2,80.3,205
,N#Cc1ccc(OC2CCOC2)c(NC(=O)Nc2cnc(C#N)cn2)c1,CHEK1,resistant,scout2,6.34,350.3,0.861,3.2,70.0,0.47,r_group,72.5,99.4,70.0,72.5,100,75.6,80.3,206
,N#Cc1cnc(NC(=S)Nc2cc(Cl)ccc2OC2CCOCC2)cn1,CHEK1,resistant,scout2,6.33,389.9,0.769,3.2,70.0,0.469,bioisostere,72.6,99.4,70.0,72.6,100,75.6,80.3,207
,N#Cc1cnc(NC(=O)Nc2cc(O)ccc2OC2CCOCC2)cn1,CHEK1,resistant,scout2,6.33,355.4,0.767,3.2,70.0,0.478,r_group,72.6,99.4,70.0,72.6,100,75.6,80.3,208
,N#Cc1cnc(NC(=O)Nc2cc(F)ccc2OC2CCOCC2)cn1,CHEK1,resistant,scout2,6.42,357.3,0.871,3.2,70.0,0.438,r_group,72.4,99.4,70.0,72.4,100,75.6,80.2,209
,Cl.N#Cc1cnc(NC(=O)Nc2cc[nH]c2)cn1.OC1CCOC1,CHEK1,resistant,scout2,6.52,352.8,0.646,3.0,70.0,0.404,bioisostere,72.1,99.3,70.0,72.1,100,77.8,80.2,210
,N#Cc1cnc(NC(=O)Nc2cc(O)ccc2OC2CCOC2)cn1,CHEK1,resistant,scout2,6.41,341.3,0.774,3.1,70.0,0.436,r_group,72.4,99.4,70.0,72.4,100,76.7,80.2,211
,N#Cc1ccc(OC2CCOCC2)c(NC(=O)Nc2cnc(C#N)cn2)c1,CHEK1,resistant,scout2,6.3,364.4,0.851,3.4,70.0,0.5,r_group,72.6,99.4,70.0,72.6,100,73.3,80.2,212
,Cc1ccc(OC2CCOCC2)c(NC(=O)Nc2cnc(C#N)cn2)c1,CHEK1,resistant,scout2,6.38,353.4,0.875,3.2,70.0,0.592,r_group,72.4,99.4,70.0,72.4,100,75.6,80.2,213
,CN(C(N)=O)c1ccc(-c2nc3c(C(N)=O)cccc3[nH]2)cc1,PARP1,resistant,scout2,6.53,309.3,0.685,2.9,70.0,0.527,r_group,72.1,99.3,70.0,72.1,100,78.9,80.2,214
CHEMBL86505,COc1ccc(Cn2nc(-c3ccccc3)c(Cc3cc4c(cc3Cl)OCO4)c2C(=O)O)c(OCC(=O)O)c1,CHEK2,resistant,scout1,4.0,0.0,0.287,2.73,85.7,,database,79.1,79.7,85.7,79.1,70,80.8,80.2,215
CHEMBL402548,CO[C@@H](C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1)c1ccccc1,AURKA,resistant,scout1,13.0,0.0,0.571,3.02,100.0,,database,62.2,98.7,100.0,62.2,70,77.6,80.1,216
CHEMBL155513,CCCCCC[Se](=O)(=O)CC(=O)C(F)(F)F,FOLH1,other,scout1,3.388,0.0,0.536,3.67,100.0,,database,81.5,99.7,100.0,24.5,70,70.3,80.1,217
,N#Cc1cnc(NC(=O)Nc2cc(C3CC3)ccc2OC2CCOC2)cn1,CHEK1,resistant,scout2,6.43,365.4,0.843,3.4,70.0,0.403,r_group,72.3,99.4,70.0,72.3,100,73.3,80.1,218
,COc1ccncc1.O.O=C1Nc2ccccc2/C1=C/c1ccc[nH]1,CHEK1,resistant,scout2,6.58,337.4,0.703,3.1,70.0,0.434,bioisostere,72.0,99.3,70.0,72.0,100,76.7,80.1,219
