gene,patient
RFX5,0.7
RFX7,0.7
RFX8,0.7
RFXANK,0.7
RGL1,0.7
RGL2,0.7
ZSCAN12,0.7
ACE2,0.7
RNASEL,0.7
RNF123,0.7
ACSF2,0.7
RPS6KA5,0.7
RPH3A,0.7
ABCB6,0.7
ABCB1,0.7
RXRA,0.7
RXFP4,0.7
ABCA12,0.7
RWDD2A,0.7
RUSC2,0.7
RPS6KA1,0.7
AATK,0.7
AASS,0.7
SAMD4A,0.7
RUNDC3B,0.7
RRAGA,0.7
RRN3,0.7
AADACL4,0.7
RTTN,0.7
RSC1A1,0.7
AAAS,0.7
A3GALT2,0.7
RTEL1,0.7
RTF1,0.7
RPF1,0.7
RPAP3,0.7
RPA4,0.7
ABCC4,0.7
ABI1,0.7
ZSCAN5B,0.7
RNF152,0.7
ABHD5,0.7
SALL2,0.7
SAGE1,0.7
ZSWIM4,0.7
RNF25,0.7
ZSWIM5,0.7
RNFT2,0.7
RNH1,0.7
SAAL1,0.7
ZSWIM6,0.7
ROBO3,0.7
ROCK1,0.7
ROCK2,0.7
ROMO1,0.7
ROR1,0.7
ZUP1,0.7
ABCD1,0.7
ABCC5,0.7
ACSBG2,0.7
ACSL3,0.7
ADRA2A,0.7
SELP,0.7
SEMA3G,0.7
PUS7,0.7
ADGRD2,0.7
ADD3,0.7
PWWP2B,0.7
ADCYAP1,0.7
PWWP3B,0.7
PXDN,0.7
ADCY9,0.7
SELPLG,0.7
PXYLP1,0.7
ZNF875,0.7
PYROXD1,0.7
PYROXD2,0.7
QARS1,0.7
SELENON,0.7
QSOX2,0.7
ADAR,0.7
SECISBP2L,0.7
RAB11FIP1,0.7
RAB11FIP3,0.7
SEC62,0.7
PURA,0.7
PUM1,0.7
PUF60,0.7
PTX4,0.7
PTGES2,0.7
PTGES3L-AARSD1,0.7
ZNF805,0.7
SENP5,0.7
ZNF808,0.7
PTK6,0.7
SENP1,0.7
PTPDC1,0.7
PTPN12,0.7
ADO,0.7
PTPN22,0.7
ADNP,0.7
ZNF814,0.7
ZNF827,0.7
PTPRK,0.7
ZNF844,0.7
PTPRR,0.7
ADGRF2P,0.7
PTPRT,0.7
ZNF845,0.7
ADGRE1,0.7
SEC24B,0.7
RAB3IP,0.7
RCC2,0.7
SCP2,0.7
SDAD1,0.7
SCYL3,0.7
ACTN4,0.7
RASSF5,0.7
RASSF6,0.7
RAVER1,0.7
RBBP8NL,0.7
SCPEP1,0.7
RBM12B,0.7
RBM19,0.7
ACTG2,0.7
ADAMTS18,0.7
RBM28,0.7
ACTB,0.7
RBM39,0.7
SCNN1D,0.7
SCNN1B,0.7
RBM5,0.7
RBM6,0.7
RBMS3,0.7
SCN7A,0.7
ZP4,0.7
RASAL2,0.7
ACTR6,0.7
RASA3,0.7
SDCBP2,0.7
ADAMTS17,0.7
SEC14L5,0.7
RABGAP1L,0.7
RACK1,0.7
RAD17,0.7
ADAM9,0.7
ADAM7,0.7
ADAM33,0.7
RAF1,0.7
RAG1,0.7
ADAM30,0.7
RAI14,0.7
RALBP1,0.7
ADAM17,0.7
ADAM11,0.7
ADAD1,0.7
ADA2,0.7
RANBP6,0.7
RANGAP1,0.7
ZNF98,0.7
RARA,0.7
SLC16A6,0.7
PHC3,0.7
MYL1,0.7
NR6A1,0.7
ATRN,0.7
NPHP1,0.7
NPHP4,0.7
SMYD3,0.7
ATP8B1,0.7
NPLOC4,0.7
ATP7A,0.7
ATP6V1H,0.7
SMPD3,0.7
NR5A2,0.7
NRBP1,0.7
NOXO1,0.7
NRBP2,0.7
ATP6V1B1,0.7
ZNF416,0.7
ATP6V0A2,0.7
ATP6V0A1,0.7
NRK,0.7
SMCR8,0.7
ATP2B2,0.7
SMC6,0.7
NSRP1,0.7
ATXN1L,0.7
NOX4,0.7
PHACTR1,0.7
NOC3L,0.7
B3GLCT,0.7
NLRP10,0.7
NLRP13,0.7
NLRP9,0.7
NMD3,0.7
SNPH,0.7
NMUR1,0.7
AZGP1,0.7
SND1,0.7
NOBOX,0.7
AXL,0.7
NOVA2,0.7
AXIN2,0.7
AWAT2,0.7
ZNF384,0.7
AVPR1B,0.7
AVL9,0.7
AVIL,0.7
NOM1,0.7
AURKA,0.7
SNAP91,0.7
ATXN7,0.7
ATP2A1,0.7
NT5C1B,0.7
NT5C3A,0.7
ODAD2,0.7
NXPH1,0.7
ZNF445,0.7
ATF7IP,0.7
NYX,0.7
SLITRK1,0.7
OASL,0.7
ZNF454,0.7
ATF2,0.7
OCA2,0.7
OCRL,0.7
ATAT1,0.7
ATP1A3,0.7
ODF2,0.7
ODF2L,0.7
SLFNL1,0.7
ZNF467,0.7
OGFOD1,0.7
OGFOD3,0.7
OGFRL1,0.7
OIT3,0.7
OLFM1,0.7
ZNF471,0.7
NXPE1,0.7
SLITRK4,0.7
ATG16L2,0.7
SLITRK6,0.7
SMC1A,0.7
NTMT2,0.7
ZNF440,0.7
NTRK1,0.7
NTSR2,0.7
NUAK1,0.7
NUAK2,0.7
SMARCB1,0.7
SMARCA4,0.7
ATP11C,0.7
SMAD7,0.7
ATP10B,0.7
ATOSA,0.7
ATOH1,0.7
NUP188,0.7
NUP42,0.7
NUP88,0.7
NUP93,0.7
ATG7,0.7
NUTM2F,0.7
NVL,0.7
NLGN4X,0.7
NKX2-5,0.7
NKD2,0.7
NBR1,0.7
BEST3,0.7
BEST2,0.7
BEND5,0.7
SP6,0.7
BEND3,0.7
ZNF282,0.7
NBAS,0.7
NBN,0.7
BCORL1,0.7
NBPF14,0.7
NCBP3,0.7
NDRG3,0.7
NCDN,0.7
NCKAP1L,0.7
ZNF311,0.7
BCKDK,0.7
NCOA6,0.7
BCKDHA,0.7
ZNF318,0.7
NCR2,0.7
SOX13,0.7
NDNF,0.7
BFAR,0.7
BFSP1,0.7
BFSP2,0.7
ZNF281,0.7
BNC1,0.7
BMS1,0.7
MYO1D,0.7
MYO1F,0.7
ZNF253,0.7
MYO6,0.7
BLTP3A,0.7
BLK,0.7
MYOM2,0.7
ZNF267,0.7
ZNF268,0.7
BICRAL,0.7
MYRIP,0.7
SPATA22,0.7
SPATA21,0.7
SPATA20,0.7
SPATA17,0.7
SPATA16,0.7
NAA50,0.7
NAA80,0.7
NAB2,0.7
NDOR1,0.7
NDST2,0.7
NKD1,0.7
NFKBIZ,0.7
SNX33,0.7
SNX32,0.7
SNX31,0.7
NFATC4,0.7
ZNF334,0.7
NFIC,0.7
ZNF337,0.7
NFKB2,0.7
NFKBIB,0.7
HACD3,0.7
NFRKB,0.7
NDUFAF5,0.7
NGF,0.7
NHERF2,0.7
NHLRC2,0.7
SNX16,0.7
BAAT,0.7
NIPA1,0.7
NIPA2,0.7
B4GALT3,0.7
ZNF346,0.7
NKAIN3,0.7
NEXMIF,0.7
BARHL1,0.7
NEUROD6,0.7
ZNF330,0.7
SOS2,0.7
BCAN,0.7
BCAM,0.7
NDUFS2,0.7
NDUFS3,0.7
BBX,0.7
BBS9,0.7
NDUFV1,0.7
ZNF324,0.7
NECAB1,0.7
NECTIN2,0.7
NEDD4L,0.7
NEFM,0.7
NEIL3,0.7
NEK10,0.7
SOCS6,0.7
BBOF1,0.7
BAX,0.7
NEMP1,0.7
BASP1,0.7
BARX2,0.7
ASPRV1,0.7
SLCO4A1,0.7
SLCO3A1,0.7
PATL2,0.7
SLC27A1,0.7
PAN3,0.7
ARHGAP4,0.7
ARHGAP33,0.7
ARHGAP32,0.7
PARD3B,0.7
PARM1,0.7
ARHGAP27,0.7
SLC25A53,0.7
PARVG,0.7
PATZ1,0.7
AQP2,0.7
PAXBP1,0.7
ARHGAP10,0.7
PBX2,0.7
PBX4,0.7
ARFIP2,0.7
PCDH1,0.7
ZNF577,0.7
PCDH12,0.7
PCDH18,0.7
AQR,0.7
PAM,0.7
ARHGAP45,0.7
SLC27A2,0.7
ARHGAP6,0.7
ARID5A,0.7
ZNF560,0.7
OXR1,0.7
OXSR1,0.7
ARID3A,0.7
SLC30A3,0.7
SLC30A10,0.7
SLC2A9,0.7
P3H4,0.7
P4HA2,0.7
P4HB,0.7
PABIR1,0.7
SLC2A4,0.7
PADI2,0.7
ARHGEF19,0.7
SLC28A2,0.7
PAK1,0.7
ARHGEF15,0.7
ARHGEF10L,0.7
ARHGAP9,0.7
SLC27A4,0.7
AQP6,0.7
ZNF585B,0.7
ARID5B,0.7
ANXA7,0.7
PDGFRB,0.7
AP2A2,0.7
PDLIM4,0.7
AP1S1,0.7
PDZD4,0.7
PDZD7,0.7
PDZRN3,0.7
SLC20A2,0.7
PEPD,0.7
SLC1A7,0.7
PEX16,0.7
APPL2,0.7
SLC1A3,0.7
PEX7,0.7
PFKL,0.7
SLC18A3,0.7
ANXA5,0.7
PGBD2,0.7
PGBD5,0.7
SLC17A8,0.7
PGGT1B,0.7
PGS1,0.7
PDGFRA,0.7
SLC22A6,0.7
ZNF615,0.7
ZNF614,0.7
APPBP2,0.7
PCDHB3,0.7
APOBR,0.7
PCDHGA2,0.7
ZNF594,0.7
PCDHGB6,0.7
SLC25A3,0.7
APMAP,0.7
SLC25A29,0.7
APLNR,0.7
PCK2,0.7
PCMTD2,0.7
PCYOX1L,0.7
SLC25A20,0.7
APBA1,0.7
APAF1,0.7
SLC24A2,0.7
PDE10A,0.7
PDE11A,0.7
PDE4B,0.7
PDE4D,0.7
OTOP3,0.7
ARIH1,0.7
ONECUT2,0.7
SLC6A11,0.7
OR1C1,0.7
OR1J2,0.7
OR1L3,0.7
ASCC3,0.7
SLC6A2,0.7
OR2B6,0.7
OR2C1,0.7
ZNF491,0.7
SLC6A14,0.7
ASB2,0.7
SLC6A1,0.7
SLC5A12,0.7
OR2J2,0.7
SLC67A2,0.7
OR2M2,0.7
OR2M7,0.7
OR2T1,0.7
ZNF496,0.7
OR2T6,0.7
OR2V2,0.7
OR3A1,0.7
ZNF500,0.7
SLC7A14,0.7
OR13F1,0.7
OR13C8,0.7
OR12D3,0.7
SLCO2B1,0.7
OPA1,0.7
OPCML,0.7
ZNF473,0.7
ASPA,0.7
ASNSD1,0.7
OPTN,0.7
OR10A2,0.7
OR10A3,0.7
ZNF48,0.7
SLC9A8,0.7
ZNF483,0.7
OR10G4,0.7
SLC9A3,0.7
ASIC4,0.7
OR10K1,0.7
OR10K2,0.7
OR10Q1,0.7
OR10S1,0.7
OR10Z1,0.7
SLC7A4,0.7
OR4C13,0.7
OR4D5,0.7
ARL14,0.7
OR7G3,0.7
SLC39A10,0.7
OR6B3,0.7
OR6C3,0.7
OR6C65,0.7
SLC38A12,0.7
OR6C70,0.7
OR6C76,0.7
SLC37A3,0.7
OR6N2,0.7
ZNF527,0.7
OR8H2,0.7
ZNF502,0.7
ZNF534,0.7
ARMC12,0.7
OR8K1,0.7
OR9Q1,0.7
ORC3,0.7
ZNF543,0.7
ZNF546,0.7
ZNF549,0.7
OSCAR,0.7
SLC35A3,0.7
OR5T3,0.7
ARMCX4,0.7
ARMH3,0.7
OR5K3,0.7
OR4K2,0.7
OR4N2,0.7
OR4S2,0.7
ART5,0.7
OR51F1,0.7
OR51G2,0.7
ARSJ,0.7
SLC4A1,0.7
ARSH,0.7
SLC47A1,0.7
SLC46A2,0.7
SLC45A1,0.7
SLC44A2,0.7
SLC43A3,0.7
SLC3A2,0.7
ZNF512B,0.7
OR5AP2,0.7
SLC39A8,0.7
ZNF517,0.7
OR5H1,0.7
OR5J2,0.7
TMCC3,0.7
HLA-G,0.7
TSPAN13,0.7
GRSF1,0.7
EME1,0.7
TOPORS,0.7
TMEM62,0.7
DZIP1,0.7
DDX52,0.7
TWF2,0.7
TTC16,0.7
TMPRSS4,0.7
CRY2,0.7
FURIN,0.7
GASK1A,0.7
EMILIN2,0.7
TMTC1,0.7
GJB7,0.7
USP40,0.7
VIL1,0.7
FUT2,0.7
EML1,0.7
FBXL19,0.7
GNPTAB,0.7
ESPN,0.7
DNMT1,0.7
E2F1,0.7
ESPL1,0.7
EML4,0.7
GRXCR1,0.7
DDX55,0.7
FBXL2,0.7
TTF2,0.7
TTC17,0.7
TMTC2,0.7
GLCCI1,0.7
DYRK4,0.7
FTMT,0.7
TRIM66,0.7
TSC1,0.7
FOLR3,0.7
FOCAD,0.7
CRYGA,0.7
FAM181A,0.7
CSRNP3,0.7
FUBP1,0.7
TNRC6C,0.7
FNTB,0.7
VWA5B1,0.7
GPR162,0.7
CLCNKA,0.7
TRIM33,0.7
FUBP3,0.7
FPGS,0.7
ESRP2,0.7
DOCK9,0.7
CPEB2,0.7
CUL4A,0.7
GLB1L2,0.7
USHBP1,0.7
CPEB4,0.7
CPED1,0.7
TRIML2,0.7
GKN1,0.7
GRXCR2,0.7
GATA2,0.7
TRIM2,0.7
ULK3,0.7
CTNS,0.7
TMEM174,0.7
GPR141,0.7
GOLGA1,0.7
FPR3,0.7
VASH1,0.7
FBXO3,0.7
TMEM171,0.7
DUS1L,0.7
GSTA4,0.7
GAD1,0.7
EHF,0.7
DNAJC14,0.7
FBXO33,0.7
DACT3,0.7
FMO1,0.7
ENGASE,0.7
FBXO34,0.7
TRIM22,0.7
CNTN1,0.7
GPR137C,0.7
TYR,0.7
GSTM2,0.7
ERN1,0.7
DNAJC10,0.7
FBXO40,0.7
ENKD1,0.7
FOXP4,0.7
ENC1,0.7
EARS2,0.7
FUT3,0.7
E2F5,0.7
VPS33A,0.7
TRIM3,0.7
TTC38,0.7
CUZD1,0.7
TMEM177,0.7
GSDMA,0.7
CYP2F1,0.7
FPGT-TNNI3K,0.7
GALNT15,0.7
FBXL9P,0.7
FBXO10,0.7
DVL2,0.7
COL28A1,0.7
GSDMD,0.7
TRIM63,0.7
CPNE2,0.7
GPR148,0.7
USP49,0.7
DNAJC6,0.7
CYP2C9,0.7
UNK,0.7
FBXO17,0.7
TRIP11,0.7
TYRO3,0.7
GSG1L,0.7
COL2A1,0.7
GSN,0.7
TMEM175,0.7
USP42,0.7
FAM83E,0.7
FAM184B,0.7
GLRA3,0.7
CTTN,0.7
EVC2,0.7
U2AF1,0.7
TNS2,0.7
TMLHE,0.7
GNB1,0.7
GPR39,0.7
FANCD2,0.7
DRC5,0.7
DCLRE1B,0.7
CLIP4,0.7
GALP,0.7
DRC11,0.7
GALR2,0.7
FOXK2,0.7
TNPO3,0.7
UBA3,0.7
FOXJ1,0.7
COG8,0.7
EWSR1,0.7
EVC,0.7
GPR37,0.7
UTS2R,0.7
CTU1,0.7
COQ8B,0.7
CTU2,0.7
TMPPE,0.7
DCLRE1A,0.7
DAB2,0.7
DSC1,0.7
CRYM,0.7
DCX,0.7
VIPR2,0.7
FOXP2,0.7
DCLRE1C,0.7
DCTN2,0.7
GLYCTK,0.7
FOXQ1,0.7
TMEM94,0.7
DSTYK,0.7
GNAQ,0.7
GRB14,0.7
FOXO1,0.7
DSG1,0.7
DSEL,0.7
EVI5L,0.7
DTL,0.7
COQ9,0.7
FAM9A,0.7
UTP25,0.7
DTHD1,0.7
TRIM45,0.7
GREB1L,0.7
FOXN3,0.7
FAN1,0.7
VSIG8,0.7
TMF1,0.7
GLUD1,0.7
DSC2,0.7
CP,0.7
TRIM7,0.7
FOXG1,0.7
CMTR1,0.7
TXLNB,0.7
TMPRSS12,0.7
DPP7,0.7
DDX20,0.7
GRIPAP1,0.7
TRPV6,0.7
CTSD,0.7
GLI4,0.7
ETFDH,0.7
CRYZL1,0.7
VWC2,0.7
GALC,0.7
GRK1,0.7
COL25A1,0.7
EIF1AX,0.7
GRIA4,0.7
COLEC12,0.7
GMCL1,0.7
VNN1,0.7
DTX1,0.7
FOXA3,0.7
DYRK1B,0.7
TMPRSS13,0.7
FAM186B,0.7
DVL3,0.7
CSRNP2,0.7
CNDP1,0.7
GRK2,0.7
DDX23,0.7
UNC93A,0.7
TMPRSS11F,0.7
CPA5,0.7
DPPA4,0.7
VSIG10L,0.7
TTC3,0.7
FAM20A,0.7
CLEC4F,0.7
TRIM41,0.7
ELAPOR2,0.7
GPX1,0.7
UNC13D,0.7
CLEC4C,0.7
UXS1,0.7
FOXE1,0.7
FSIP1,0.7
CTSE,0.7
DPY19L4,0.7
CLEC14A,0.7
DACH1,0.7
EIF2AK4,0.7
CLEC12A,0.7
GNL1,0.7
FOXD3,0.7
DCLK2,0.7
FAM193B,0.7
ETS1,0.7
FAM193A,0.7
TMPRSS11E,0.7
ELMO3,0.7
FASTKD3,0.7
TMEM168,0.7
GSTM5,0.7
FBXO43,0.7
EPB41L1,0.7
FRMD5,0.7
GABRA6,0.7
CORO6,0.7
USP53,0.7
TRNT1,0.7
UCKL1,0.7
EPC1,0.7
CPZ,0.7
GABRA4,0.7
EXOC3L4,0.7
GDA,0.7
VEGFB,0.7
FGF11,0.7
H2BC21,0.7
H2BC4,0.7
FAM107B,0.7
CREG2,0.7
TRAPPC6B,0.7
FAIM2,0.7
COLGALT2,0.7
GDAP1L1,0.7
TMEM121B,0.7
DKK2,0.7
TP53I13,0.7
TMEM121,0.7
EEF2K,0.7
EQTN,0.7
FZD9,0.7
TMEM229B,0.7
UBXN7,0.7
CITED2,0.7
TMEM132A,0.7
GABRE,0.7
ERCC3,0.7
WDR24,0.7
TRAPPC9,0.7
TUBB4A,0.7
DLL3,0.7
TRA2B,0.7
GZF1,0.7
EDNRB,0.7
DUSP11,0.7
H1-1,0.7
TMEM259,0.7
WDR25,0.7
DGAT1,0.7
GPC5,0.7
DGCR2,0.7
H1-7,0.7
H1-8,0.7
UTP3,0.7
CKAP2,0.7
ERC1,0.7
GCSAM,0.7
CYP20A1,0.7
TNFRSF10A,0.7
TRADD,0.7
H2AC21,0.7
VPS18,0.7
H2AC25,0.7
EPB42,0.7
EPHA2,0.7
TRAF3IP1,0.7
GFI1B,0.7
COLEC11,0.7
TMEM74,0.7
GAB1,0.7
VEGFC,0.7
CYBB,0.7
TTYH1,0.7
FGFR4,0.7
FGFRL1,0.7
CRAT,0.7
EPHX4,0.7
FGG,0.7
H4C2,0.7
FABP6,0.7
FHOD1,0.7
VPS4B,0.7
TRAM1,0.7
GEMIN4,0.7
GP1BA,0.7
GEM,0.7
TTC7B,0.7
FGR,0.7
GDPD4,0.7
TTYH2,0.7
CTCF,0.7
GP2,0.7
DHX38,0.7
FHIP1A,0.7
USP22,0.7
TSPAN15,0.7
GEMIN8,0.7
CYB5R4,0.7
EPS8L3,0.7
DIRAS3,0.7
CR1,0.7
EPS8L2,0.7
TRPC5,0.7
GABRA3,0.7
GABRA2,0.7
USP2,0.7
FAM234B,0.7
DIS3L2,0.7
TNFRSF11B,0.7
USP54,0.7
FAM222B,0.7
DIS3,0.7
EPHB2,0.7
GPATCH1,0.7
DIMT1,0.7
GABRA1,0.7
FILIP1,0.7
FIGNL1,0.7
TRAP1,0.7
H3C2,0.7
FIGN,0.7
GPAT3,0.7
G6PC1,0.7
GPR83,0.7
EPHB6,0.7
FICD,0.7
TRAM1L1,0.7
FAF2,0.7
VPS37B,0.7
FZD3,0.7
F7,0.7
FYB2,0.7
ENPP5,0.7
GCC1,0.7
FHDC1,0.7
FCGR3A,0.7
EGR4,0.7
CWF19L2,0.7
GCC2,0.7
UGT2B4,0.7
GABRG3,0.7
DCAF13,0.7
FAM221A,0.7
DENND1C,0.7
GPRC6A,0.7
TNIP2,0.7
ECT2L,0.7
TRERF1,0.7
FLT3,0.7
TTLL5,0.7
GPRC5B,0.7
EGLN2,0.7
CPSF2,0.7
FAM124B,0.7
DCAF10,0.7
VAV1,0.7
DENND5A,0.7
DENND5B,0.7
UBQLN4,0.7
TNFSF13B,0.7
USP8,0.7
FBXW5,0.7
TRIM55,0.7
TPSG1,0.7
TTLL3,0.7
WDR11,0.7
GOLGA4,0.7
TOP3A,0.7
GBP1,0.7
CRTAC1,0.7
UBL7,0.7
TRIM14,0.7
EIF5AL1,0.7
EZHIP,0.7
FAM53B,0.7
ERLIN2,0.7
CPNE8,0.7
TRIM10,0.7
TTC39B,0.7
GBP3,0.7
FAM13B,0.7
DNAI4,0.7
CSTF1,0.7
DNAI3,0.7
DNAI2,0.7
CNKSR2,0.7
UHMK1,0.7
GBP4,0.7
GTF2F1,0.7
CSTF3,0.7
COX18,0.7
VAV2,0.7
FCRL2,0.7
DNA2,0.7
EIF4ENIF1,0.7
DEPTOR,0.7
GMPS,0.7
GPR6,0.7
EDEM1,0.7
DMGDH,0.7
UGT2A1,0.7
FERD3L,0.7
EOGT,0.7
FES,0.7
EDEM2,0.7
VPS39,0.7
GORASP2,0.7
TUBB4B,0.7
WDR19,0.7
GGT6,0.7
DEUP1,0.7
DBX1,0.7
EPAS1,0.7
EDN2,0.7
TNFAIP2,0.7
ERCC6,0.7
CPVL,0.7
DLX6,0.7
CYP26B1,0.7
EXOC8,0.7
FEZF2,0.7
TRAT1,0.7
TTLL6,0.7
GALNT5,0.7
CYTH2,0.7
GHRHR,0.7
CNN3,0.7
TUBGCP2,0.7
GABRG2,0.7
FREM3,0.7
GCH1,0.7
VPS37D,0.7
DMWD,0.7
UGT2B11,0.7
GPHA2,0.7
EGFLAM,0.7
TRMT2A,0.7
GUCY1A1,0.7
TMEM225,0.7
VWDE,0.7
TSHZ2,0.7
UBR3,0.7
DEPDC5,0.7
FEN1,0.7
CNNM2,0.7
TRDMT1,0.7
GUCY2C,0.7
DEPP1,0.7
CTNNA1,0.7
ERCC6L2,0.7
ARRB2,0.5
SLC41A3,0.5
EXOG,0.5
ARRDC5,0.5
OR5AC2,0.5
OR56B1,0.5
CTSG,0.5
OR56A4,0.5
EXOC6,0.5
OR5A1,0.5
OR4P4,0.5
OR52N2,0.5
OR4D11,0.5
F13A1,0.5
SLC5A2,0.5
OR4C3,0.5
OR4C16,0.5
ASAP2,0.5
CTNNAL1,0.5
ASB10,0.5
SLC5A3,0.5
OR4B1,0.5
OR4A5,0.5
F2RL2,0.5
ASB14,0.5
SLC5A7,0.5
SLC5A9,0.5
CTIF,0.5
OR2T4,0.5
SLC60A1,0.5
USP50,0.5
OR2T11,0.5
CTH,0.5
SLC66A1,0.5
OR2M5,0.5
OR2M4,0.5
OR2M3,0.5
OR2L8,0.5
SLC66A1LP,0.5
TRPC4AP,0.5
SLC68A1,0.5
ASB18,0.5
ASAH1,0.5
F12,0.5
EXOSC10,0.5
OR4E2,0.5
SLC44A1,0.5
EXOSC4,0.5
ARSA,0.5
EXOSC5,0.5
EXOSC7,0.5
SLC45A3,0.5
ARSF,0.5
OR52D1,0.5
TRPM7,0.5
OR52A1,0.5
SLC49A4,0.5
EXT2,0.5
CTSC,0.5
OR51L1,0.5
OR51J1,0.5
OR51I2,0.5
SLC4A1AP,0.5
CTSA,0.5
OR51E2,0.5
OR51E1,0.5
CTR9,0.5
OR51A4,0.5
OR4X2,0.5
ZNF506,0.5
CTPS1,0.5
SLC4A9,0.5
OR4M1,0.5
EZH2,0.5
SLC52A3,0.5
ZNF514,0.5
ZNF550,0.5
OR5B2,0.5
ARHGAP24,0.5
ERICH1,0.5
PAPSS2,0.5
SLC26A2,0.5
PAQR9,0.5
PARD3,0.5
TSHR,0.5
PARD6A,0.5
ERGIC1,0.5
PARP1,0.5
CX3CL1,0.5
PARP12,0.5
PARP16,0.5
PAPOLB,0.5
ARHGAP23,0.5
CXCL17,0.5
PARP9,0.5
PARVB,0.5
CXCR2,0.5
PASK,0.5
PATL1,0.5
ERCC6L,0.5
SLC25A47,0.5
PAX1,0.5
PAX2,0.5
ERICH2,0.5
PAPOLA,0.5
USP39,0.5
ERMP1,0.5
TSC22D2,0.5
PAFAH2,0.5
SLC29A1,0.5
PAGR1,0.5
ERRFI1,0.5
PAK1IP1,0.5
ARHGEF16,0.5
PAK3,0.5
TSEN2,0.5
USP38,0.5
ARHGEF1,0.5
CWF19L1,0.5
SLC26A6,0.5
ERMARD,0.5
ARHGAP5,0.5
PALM3,0.5
PALS2,0.5
TSEN54,0.5
ARHGAP44,0.5
PANK1,0.5
ZNF567,0.5
PANK4,0.5
SLC26A8,0.5
SLC26A7,0.5
PAX3,0.5
PAX4,0.5
PAX5,0.5
APOE,0.5
AQP10,0.5
EPYC,0.5
APPL1,0.5
PCDHB1,0.5
PCDHB10,0.5
CYB5D2,0.5
PCDHB12,0.5
APOL6,0.5
PCDHB17P,0.5
APOL5,0.5
USP25,0.5
EPS15,0.5
ZNF570,0.5
PCDHGA1,0.5
PCDHGA11,0.5
APOBEC4,0.5
PCDHGA5,0.5
EPPIN-WFDC6,0.5
APOBEC3D,0.5
PCDHGA8,0.5
PCDHGA9,0.5
ZNF595,0.5
ZNF598,0.5
APOA4,0.5
AQP3,0.5
ERAL1,0.5
AQP8,0.5
AQP9,0.5
PAX8,0.5
ARHGAP11A,0.5
USP3,0.5
ARGFX,0.5
ZNF573,0.5
PBX3,0.5
ERCC2,0.5
SLC25A39,0.5
ERCC1,0.5
USP29,0.5
SLC25A33,0.5
PCBP3,0.5
PCBP4,0.5
CXXC4,0.5
SLC25A31,0.5
CXXC5,0.5
ARFGAP1,0.5
AREL1,0.5
PCDH19,0.5
PCDH20,0.5
ARC,0.5
ARAP2,0.5
ERAP2,0.5
PAEP,0.5
ESAM,0.5
ARPC5L,0.5
ARMC6,0.5
OR6K2,0.5
SLC38A1,0.5
EVI2B,0.5
OR6Q1,0.5
ARMC8,0.5
OR6X1,0.5
OR6Y1,0.5
SLC36A1,0.5
OR7C2,0.5
OR7D4,0.5
OR8B8,0.5
OR8D4,0.5
EVI5,0.5
ETV4,0.5
CUEDC1,0.5
OR8S1,0.5
SLC35E4,0.5
OR9I1,0.5
SLC35D3,0.5
TRPV5,0.5
ORAI1,0.5
ETV1,0.5
ORC4,0.5
ARMC10,0.5
OR6F1,0.5
SLC38A11,0.5
ARHGEF25,0.5
SLC39A3,0.5
CTSH,0.5
CTSK,0.5
CTSL,0.5
USP43,0.5
SLC39A5,0.5
EXOC1,0.5
OR5K1,0.5
EXO1,0.5
CTSV,0.5
OR5M1,0.5
ARMCX3,0.5
SLC39A14,0.5
CTSZ,0.5
OR5P3,0.5
OR5T1,0.5
OR5T2,0.5
SLC39A11,0.5
OR5W2,0.5
OR6A2,0.5
OR6B2,0.5
EVX2,0.5
OR6C2,0.5
EVX1,0.5
EVPLL,0.5
SLC35D1,0.5
OSBP2,0.5
ARL6IP5,0.5
ARHGEF6,0.5
SLC30A5,0.5
SLC30A4,0.5
P2RX4,0.5
ESR1,0.5
P2RX7,0.5
P2RY1,0.5
CUL5,0.5
P2RY14,0.5
SLC30A1,0.5
ARHGEF7,0.5
SLC2A8,0.5
SLC2A7,0.5
ETNPPL,0.5
ARHGEF4,0.5
ESCO2,0.5
ESCO1,0.5
PABPC1,0.5
ARHGEF39,0.5
ARHGEF38,0.5
PABPC4L,0.5
ARHGEF37,0.5
SLC2A11,0.5
ZNF565,0.5
PACSIN2,0.5
OXNAD1,0.5
OXER1,0.5
OXCT2,0.5
OVGP1,0.5
OSBPL6,0.5
SLC35A5,0.5
ETFBKMT,0.5
OSCP1,0.5
OSER1,0.5
ETFB,0.5
ETAA1,0.5
SLC34A3,0.5
OSR2,0.5
ZNF554,0.5
OSTN,0.5
OTOA,0.5
ESYT3,0.5
ARK2C,0.5
ESYT1,0.5
SLC34A1,0.5
TSBP1,0.5
OTUB1,0.5
OTUD6B,0.5
SLC31A1,0.5
OTULIN,0.5
OTX1,0.5
ESRRA,0.5
CTDNEP1,0.5
WDR33,0.5
OR2H1,0.5
TRIM27,0.5
NFAT5,0.5
FBXO45,0.5
TRIM21,0.5
NFIA,0.5
NFIB,0.5
FBXO39,0.5
NFIL3,0.5
NFKBIA,0.5
NFKBID,0.5
FBXO30,0.5
SNX30,0.5
NFX1,0.5
SNX29,0.5
SNX25,0.5
SNX21,0.5
FBXO22,0.5
BAG3,0.5
NHERF1,0.5
FBXO21,0.5
NHLH1,0.5
NHLH2,0.5
