chembl_id,name,smiles,target_gene,activity_type,activity_nM,mw,logp,lipinski_violations,is_approved,is_clinical,n_net_targets,net_targets,population_target,est_emax_s,est_emax_r
CHEMBL458328,CHEMBL458328,CCCCCC#CCC#CCC#CCC#CCCCC(=O)O,MCL1,IC50,441.49,296.41,4.01,0,False,False,1,MCL1,apoptosis,0.001016,0.002371
CHEMBL201597,CHEMBL201597,COc1cc(-c2ccc3c(c2)NC(=O)/C3=C\c2c[nH]c3nc(C#N)ccc23)ccc1O,CHEK1,IC50,445.0,408.42,4.31,0,False,False,1,CHEK1,resistant,0.000676,0.003379
CHEMBL270638,CHEMBL270638,Cc1nc2cnc3ccc(C#Cc4cccnc4)cc3c2n1-c1ccc(C(C)C#N)cc1,PIK3CB,IC50,446.0,413.48,5.3,1,False,False,1,PIK3CB,escape_route,0.001351,0.002026
CHEMBL1083785,CHEMBL1083785,CNc1nc(C)c(-c2ccnc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3)n2)s1,CDK4,Ki,448.0,423.55,3.36,0,False,False,1,CDK4,sensitive,0.003372,0.000506
CHEMBL247619,CHEMBL247619,CNC(=O)Nc1ccc(CNc2c(C(=O)Nc3ccc4c(c3)OC(F)(F)C(F)(F)O4)cnn2C)cn1,MAPK1,IC50,448.0,509.42,3.39,1,False,False,1,MAPK1,sensitive,0.003372,0.000506
CHEMBL1366030,CHEMBL1366030,COc1ccccc1Nc1nc(-c2sc(NC(=O)c3ccc([N+](=O)[O-])cc3)nc2C)cs1,MCL1,IC50,449.41,467.53,5.49,1,False,False,1,MCL1,apoptosis,0.001011,0.002358
CHEMBL449049,CHEMBL449049,CC1(C)Cc2nc(N3CCOCC3)sc2C(=O)N1,PIK3CB,IC50,450.0,267.35,1.04,0,False,False,1,PIK3CB,escape_route,0.001347,0.00202
CHEMBL58905,CHEMBL58905,COc1ccc(Nc2nc(Nc3ccc(C(=O)O)cc3)ncc2Br)cc1,CHEK1,IC50,450.0,415.25,4.43,0,False,False,1,CHEK1,resistant,0.000673,0.003367
CHEMBL105925,CHEMBL105925,O=C(CCn1c2c(c(=O)[nH]c1=O)CCCC2)NCC(=O)c1ccccc1,PARP1,IC50,450.0,355.39,0.8,0,False,False,1,PARP1,resistant,0.000673,0.003367
CHEMBL469202,CHEMBL469202,Cc1ccc(-c2ccc3c(c2)N(c2nc4c(s2)C(=O)NC(C)(C)C4)CCO3)cn1,PIK3CB,IC50,452.0,406.51,4.11,0,False,False,1,PIK3CB,escape_route,0.001345,0.002017
CHEMBL217748,CHEMBL217748,C[C@H](C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1)c1ccccc1,AURKA,IC50,452.0,458.57,3.06,0,False,False,1,AURKA,resistant,0.000672,0.003362
CHEMBL377175,CHEMBL377175,O=C1NC(=O)/C(=C/c2ccc(-c3cc(F)ccc3O)o2)S1,PIK3CA,IC50,455.0,305.29,3.12,0,False,False,1,PIK3CA,escape_route,0.001342,0.002013
CHEMBL1330018,CHEMBL1330018,CN(C)c1ccc(NC(=O)Nc2ccc3snnc3c2)cc1,MCL1,IC50,455.14,313.39,3.4,0,False,False,1,MCL1,apoptosis,0.001006,0.002348
CHEMBL296468,CHEMBL296468,CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1,CDK4,IC50,458.0,0.0,0.0,0,False,False,2,CDK4;ATR,sensitive,0.003348,0.000502
CHEMBL5220308,CHEMBL5220308,Nc1nc(Cl)cc(-c2nn(C(F)(F)F)cc2Cc2ccccc2)n1,EZH2,IC50,469.0,353.74,3.64,0,False,False,1,EZH2,resistant,0.000664,0.003322
CHEMBL191003,JNJ-7706621,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=O)c1c(F)cccc1F,CDK4,Kd,470.0,394.36,1.22,0,False,False,1,CDK4,sensitive,0.00332,0.000498
CHEMBL502835,CHEMBL502835,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,ATR,Kd,470.0,0.0,0.0,0,False,False,1,ATR,resistant,0.000664,0.00332
CHEMBL439512,CHEMBL439512,COc1cc2c(cc1OC)Oc1ncnc(Nc3cnc(NC(=O)c4ccccc4)nc3)c1NC2,AURKA,IC50,470.0,471.48,4.0,0,False,False,1,AURKA,resistant,0.000664,0.00332
CHEMBL1272224,CHEMBL1272224,CC1=C(C2=C(C)C(=O)c3c(cc(O)c(O)c3CC(C)C)C2=O)C(=O)c2cc(O)c(O)c(CC(C)C)c2C1=O,MCL1,IC50,470.0,518.56,5.0,1,False,False,1,MCL1,apoptosis,0.000996,0.002324
CHEMBL202502,CHEMBL202502,COc1cc2c(Nc3ncc(CC(=O)Nc4cccc(F)c4)o3)ncnc2cc1OCCCN1CCOCC1,AURKA,IC50,472.0,536.56,3.79,1,False,False,1,AURKA,resistant,0.000663,0.003315
CHEMBL1540071,CHEMBL1540071,CCCCOC(=O)Nc1ccc(N(C)C)cc1,MCL1,IC50,473.03,236.31,3.1,0,False,False,1,MCL1,apoptosis,0.000994,0.002319
CHEMBL482967,CHEMBL482967,Cc1nc(N)sc1-c1ccnc(Nc2ccc(N3CCOCC3)cc2)n1,CDK4,Ki,480.0,0.0,0.0,0,False,False,1,CDK4,sensitive,0.003297,0.000495
CHEMBL189767,CHEMBL189767,CN1C(=O)C[C@H](c2ccccc2)[C@@H]1[C@@H](O)C#Cc1ccc(F)cc1,KRAS,IC50,480.0,323.37,2.55,0,False,False,1,KRAS,escape_route,0.001319,0.001978
CHEMBL212131,CHEMBL212131,CN1C(=O)C[C@H](c2ccccc2)[C@@H]1[C@H](O)c1ccc(-c2ccc(O)cc2)s1,KRAS,IC50,480.0,379.48,4.17,0,False,False,1,KRAS,escape_route,0.001319,0.001978
CHEMBL380159,CHEMBL380159,CN1C(=O)C[C@H](c2cccc(F)c2)[C@@H]1[C@H](O)c1ccc(-c2ccc(F)cc2)s1,KRAS,IC50,480.0,399.46,4.74,0,False,False,1,KRAS,escape_route,0.001319,0.001978
CHEMBL478425,CHEMBL478425,CC1(C)CC(=O)c2sc(N3CCOCC3Cc3c[nH]c4ncccc34)nc2C1,PIK3CB,IC50,481.0,396.52,3.62,0,False,False,1,PIK3CB,escape_route,0.001318,0.001977
CHEMBL223471,CHEMBL223471,COc1ccc(CNC(=O)c2cc(-c3[nH]ncc3-c3cccc(Cl)c3)c[nH]2)cc1,MAPK1,Ki,490.0,406.87,4.66,0,False,False,1,MAPK1,sensitive,0.003275,0.000491
CHEMBL377104,CHEMBL377104,Cc1ccc(O)c(-c2ccc(/C=C3\SC(=O)NC3=O)o2)c1,PIK3CA,IC50,500.0,301.32,3.28,0,False,False,1,PIK3CA,escape_route,0.001301,0.001952
CHEMBL204012,CHEMBL204012,Cn1cc(C[C@H](N)COc2cncc(/C=C/c3ccncc3)c2)c2ccccc21,AKT1,IC50,500.0,384.48,4.09,0,False,False,1,AKT1,escape_route,0.001301,0.001952
CHEMBL4554744,CHEMBL4554744,C=CC(=O)Nc1cccc(C(=O)N2CCC(NC(=O)c3n[nH]cc3NC(=O)c3c(Cl)cccc3Cl)CC2)c1.O=C(O)C(F)(F)F,ATR,IC50,500.0,669.44,4.13,1,False,False,1,ATR,resistant,0.000651,0.003253
CHEMBL4534124,CHEMBL4534124,CN(C)C/C=C/C(=O)Nc1cccc(CN2CCC(NC(=O)c3n[nH]cc3NC(=O)c3c(Cl)cccc3Cl)CC2)c1.O=C(O)C(F)(F)F,ATR,IC50,500.0,712.56,4.42,1,False,False,1,ATR,resistant,0.000651,0.003253
CHEMBL274383,PD-155080,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2Cc2ccccc2)cc1,CHEK2,IC50,500.0,416.43,3.82,0,False,False,1,CHEK2,resistant,0.000651,0.003253
