chembl_id,name,smiles,target_gene,activity_type,activity_nM,mw,logp,lipinski_violations,is_approved,is_clinical,n_net_targets,net_targets,population_target,est_emax_s,est_emax_r
CHEMBL108316,CHEMBL108316,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)N1CCN(c2ncncn2)CC1,PARP1,IC50,50.0,460.52,-1.63,0,False,False,1,PARP1,resistant,0.001151,0.005753
CHEMBL381527,CHEMBL381527,COc1cccc(CCC(=O)Nc2cc(OC)c(NC(=O)Nc3cnc(C#N)cn3)cc2Cl)c1,CHEK1,IC50,51.0,480.91,4.23,0,False,False,1,CHEK1,resistant,0.001146,0.005731
CHEMBL200431,CHEMBL200431,N/C(=N\O)c1ccc(-c2[nH]c(-c3ccccc3)nc2-c2ccncc2)cc1,BRAF,Kd,53.0,355.4,3.9,0,False,False,1,BRAF,escape_route,0.002276,0.003414
CHEMBL146032,CHEMBL146032,CC(=O)c1ccc([C@H]2C[C@@]3(C)[C@@H](CC[C@@]3(O)C(F)(F)C(F)(F)F)[C@@H]3CCC4=CC(=O)CCC4=C32)cc1,AR,IC50,54.0,0.0,0.0,0,False,False,1,AR,sensitive,0.005669,0.00085
CHEMBL202026,CHEMBL202026,CCN(C(=O)Cc1cnc(Nc2ncnc3cc(OCCCN4CCOCC4)c(OC)cc23)s1)c1ccccc1,AURKA,IC50,55.0,562.7,4.54,1,False,False,1,AURKA,resistant,0.00113,0.005649
CHEMBL2113248,CHEMBL2113248,CC(C)C[C@H]1c2cc3c(C(F)(F)F)cc(O)nc3cc2NC[C@@H]1C,AR,EC50,56.0,338.37,5.15,1,False,False,1,AR,sensitive,0.00563,0.000844
CHEMBL270638,CHEMBL270638,Cc1nc2cnc3ccc(C#Cc4cccnc4)cc3c2n1-c1ccc(C(C)C#N)cc1,PIK3CA,IC50,56.0,413.48,5.3,1,False,False,2,PIK3CA;PIK3CB,escape_route,0.002252,0.003378
CHEMBL271184,CHEMBL271184,COC[C@H]1OC(=O)/C(=C/N2CCN(c3ccccc3)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,PIK3CA,IC50,56.0,592.69,3.07,1,False,False,2,PIK3CA;MTOR,escape_route,0.002252,0.003378
CHEMBL3698656,CHEMBL3698656,c1cc2c3cnc(Nc4ccc(N5CCNCC5)cn4)nc3n(C3CCOCC3)c2cn1,CDK6,IC50,57.0,430.52,2.88,0,False,False,1,CDK6,sensitive,0.00561,0.000842
CHEMBL192627,CHLORANIL,O=C1C(Cl)=C(Cl)C(=O)C(Cl)=C1Cl,FOLH1,Ki,57.4,245.88,2.52,0,False,False,1,FOLH1,other,0.002801,0.002801
CHEMBL202837,CHEMBL202837,COc1cc(NC(=O)Cc2ccsc2)c(Cl)cc1NC(=O)Nc1cnc(C#N)cn1,CHEK1,IC50,58.0,442.89,3.9,0,False,False,1,CHEK1,resistant,0.001118,0.005591
CHEMBL172040,CHEMBL172040,CCC(C(=O)N[C@@H](CC(=O)O)C(=O)CN(C)Cc1ccccc1)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,Ki,58.0,582.66,3.87,1,False,False,1,CD274,immune,0.002796,0.002796
CHEMBL80694,CHEMBL80694,CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)N(C)[C@@H](C)C(=O)N[C@H](C=O)CC(=O)O)C(C)C,CD274,Ki,59.0,506.56,-0.41,1,False,False,1,CD274,immune,0.002786,0.002786
CHEMBL260313,CHEMBL260313,COC[C@H]1OC(=O)/C(=C/N2CCC(=O)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,PIK3CA,IC50,60.0,529.59,1.92,1,False,False,2,PIK3CA;MTOR,escape_route,0.002222,0.003333
CHEMBL1083810,CHEMBL1083810,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4ccc(N)nc4)nc(N4CCOCC4)c3s2)CC1,PIK3CB,IC50,60.0,489.63,1.25,0,False,False,1,PIK3CB,escape_route,0.002222,0.003333
CHEMBL412460,CHEMBL412460,CC[C@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H]1CSSC[C@H](N)C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)N[C@@H](C(C)C)C(=O)N[C@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N1)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)[C@@H](C)CC,CHEK2,IC50,60.0,1670.93,0.0,1,False,False,1,CHEK2,resistant,0.001111,0.005555
CHEMBL320579,CHEMBL320579,O=C(Cn1c2c(c(=O)[nH]c1=O)CSCC2)NCCC(=O)N1CCN(c2ncccn2)CC1,PARP1,IC50,60.0,459.53,-1.03,0,False,False,1,PARP1,resistant,0.001111,0.005555
CHEMBL111606,CHEMBL111606,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)c1ccc(Cl)cc1,PARP1,IC50,60.0,407.88,1.37,0,False,False,1,PARP1,resistant,0.001111,0.005555
CHEMBL215578,CHEMBL215578,CN1C(=O)C[C@H](c2ccccc2F)[C@@H]1[C@H](O)c1ccc(S(=O)(=O)c2ccccc2)s1,KRAS,IC50,60.0,445.54,3.77,0,False,False,1,KRAS,escape_route,0.002222,0.003333
CHEMBL213311,CHEMBL213311,CN1C(=O)C[C@H](c2ccccc2F)[C@@H]1[C@H](O)c1ccc(-c2ccc(F)cc2)s1,KRAS,IC50,60.0,399.46,4.74,0,False,False,1,KRAS,escape_route,0.002222,0.003333
CHEMBL192625,CHEMBL192625,Cc1ccc(C(=O)C(=O)c2ccc(C)cc2)cc1,FOLH1,Ki,60.4,238.29,3.37,0,False,False,1,FOLH1,other,0.002774,0.002774
CHEMBL3698663,CHEMBL3698663,C[C@H](C1CCCCC1)n1c2cnccc2c2cnc(Nc3ccc(N4CCNCC4)cn3)nc21,CDK6,IC50,61.0,456.6,4.67,0,False,False,1,CDK6,sensitive,0.005537,0.000831
CHEMBL247618,CHEMBL247618,CNC(=O)c1cc(CNc2ccsc2C(=O)Nc2ccc3c(c2)OC(F)(F)O3)ccn1,BRAF,IC50,61.0,446.44,3.69,0,False,False,1,BRAF,escape_route,0.002215,0.003322
CHEMBL242721,CHEMBL242721,O=C(C(=O)c1cc(F)ccc1F)c1cc(F)ccc1F,FOLH1,Ki,61.4,282.19,3.31,0,False,False,1,FOLH1,other,0.002765,0.002765
CHEMBL115252,CHEMBL115252,O=C[C@H](CC(=O)O)NS(=O)(=O)c1ccccc1OCCc1cccc2ccccc12,CD274,IC50,62.0,427.48,2.78,0,False,False,1,CD274,immune,0.00276,0.00276
CHEMBL171846,CHEMBL171846,CCC(C(=O)NC(CC(=O)O)C(=O)CN1CCN(C)CC1)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,Ki,62.5,561.64,1.98,1,False,False,1,CD274,immune,0.002755,0.002755
CHEMBL405230,CHEMBL405230,COC[C@H]1OC(=O)/C(=C/N2CCC(N3CCCCC3)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,PIK3CA,IC50,63.0,598.74,3.2,1,False,False,2,PIK3CA;MTOR,escape_route,0.002201,0.003301
CHEMBL374677,CHEMBL374677,O=C(NC(CO)c1ccc(F)cc1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,MAPK1,Ki,63.0,424.86,4.33,0,False,False,1,MAPK1,sensitive,0.005502,0.000825
CHEMBL1084546,CHEMBL1084546,CN(c1ncccc1CNc1nc(Nc2ccc3c(c2)CC(=O)N3)ncc1C(F)(F)F)S(C)(=O)=O,CDK4,Ki,63.1,0.0,0.0,0,False,False,1,CDK4,sensitive,0.0055,0.000825
CHEMBL272265,CHEMBL272265,N#CCc1ccc(-n2cnc3cnc4ccc(C#Cc5cccnc5)cc4c32)cc1,PIK3CA,IC50,64.0,385.43,4.43,0,False,False,2,PIK3CA;PIK3CB,escape_route,0.002194,0.003291
CHEMBL377304,CHEMBL377304,CN(C)CCOCCN(C)CCOc1cc(N2CCCC2)c(NC(=O)Nc2cnc(C#N)cn2)cc1Cl,CHEK1,IC50,64.0,531.06,3.13,1,False,False,1,CHEK1,resistant,0.001097,0.005485
CHEMBL5221008,CHEMBL5221008,Cn1cc(Cc2ccccc2Cl)c(-c2cc(Cl)nc(N)n2)n1,EZH2,IC50,64.0,334.21,3.36,0,False,False,1,EZH2,resistant,0.001097,0.005485
CHEMBL4244338,CHEMBL4244338,CN1CCN(S(=O)(=O)c2ccc(N3CCCC3)cc2)c2ccccc21,MDM2,EC50,65.0,357.48,2.93,0,False,False,1,MDM2,sensitive,0.005468,0.00082
CHEMBL363857,CHEMBL363857,CN1CCN(c2ccc(C(=O)Nc3[nH]nc4c3CN(C(=O)Cc3ccsc3)C4)cc2)CC1,AURKA,IC50,65.0,450.57,2.56,0,False,False,1,AURKA,resistant,0.001094,0.005468
CHEMBL205543,CHEMBL205543,CN1CCN(c2cc(OC3CCOC3)c(NC(=O)Nc3cnc(C#N)cn3)cc2Cl)CC1,CHEK1,IC50,66.0,457.92,2.57,0,False,False,1,CHEK1,resistant,0.00109,0.005451
CHEMBL5220075,CHEMBL5220075,COc1ccccc1Cc1cn(C)nc1-c1cc(Cl)nc(N)n1,EZH2,IC50,67.0,329.79,2.71,0,False,False,1,EZH2,resistant,0.001087,0.005435
CHEMBL281028,CHEMBL281028,CC1(C)CCNc2cc3nc(O)cc(C(F)(F)F)c3cc21,AR,EC50,68.0,296.29,4.05,0,False,False,1,AR,sensitive,0.005419,0.000813
CHEMBL210516,CHEMBL210516,COc1cc(NC(=O)CCc2ccccc2)c(Cl)cc1NC(=O)Nc1cnc(C#N)cn1,CHEK1,IC50,68.0,450.89,4.23,0,False,False,1,CHEK1,resistant,0.001084,0.005419
CHEMBL203275,CHEMBL203275,N[C@H](COc1cncc(/C=C/c2ccnc(NC3CC3)c2)c1)Cc1c[nH]c2ccccc12,AKT1,IC50,69.0,425.54,4.65,0,False,False,1,AKT1,escape_route,0.002161,0.003242
CHEMBL247250,CHEMBL247250,CNC(=O)Nc1ccc(CNc2ncsc2C(=O)Nc2ccc3c(c2)OC(F)(F)O3)cn1,BRAF,IC50,69.0,462.44,3.48,0,False,False,2,BRAF;MAPK1,escape_route,0.002161,0.003242
CHEMBL177538,CHEMBL177538,CCCS(=O)(=O)NCCCOc1nc(C2CC2)nc(NS(=O)(=O)c2ccc(C(C)C)cn2)c1Oc1ccccc1OC,CHEK2,Kd,69.18,619.77,4.57,1,False,False,1,CHEK2,resistant,0.00108,0.0054
CHEMBL322957,CHEMBL322957,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)c1cccc(Br)c1,PARP1,IC50,70.0,452.33,1.48,0,False,False,1,PARP1,resistant,0.001077,0.005387
CHEMBL410733,CHEMBL410733,Nc1cccnc1N1CCN(C(=O)CNC(=O)CCn2c3c(c(=O)[nH]c2=O)CSCC3)CC1,PARP1,IC50,70.0,473.56,-0.84,0,False,False,1,PARP1,resistant,0.001077,0.005387
CHEMBL107616,CHEMBL107616,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)c1cccc(-c2ccccc2)c1,PARP1,IC50,70.0,449.53,2.38,0,False,False,1,PARP1,resistant,0.001077,0.005387
CHEMBL214282,CHEMBL214282,CN1C(=O)C[C@H](c2ccccc2)[C@@H]1[C@H](O)c1ccc(S(=O)(=O)N2CCOCC2)s1,KRAS,IC50,70.0,436.56,1.82,0,False,False,1,KRAS,escape_route,0.002155,0.003232
CHEMBL31400,CHEMBL31400,O=C1c2cccc3cccc(c23)C(=O)N1CCNCCCNCCN1C(=O)c2cccc3cccc(c23)C1=O,MAP2K1,IC50,70.0,0.0,0.0,0,False,False,1,MAP2K1,sensitive,0.005387,0.000808
CHEMBL203007,CHEMBL203007,COc1cc2c(Nc3cnc(NC(=O)c4ccc(C)c(Br)c4)nc3)ncnc2cc1OCCCN1CCOCC1,AURKA,IC50,70.0,608.5,4.6,1,False,False,1,AURKA,resistant,0.001077,0.005387
CHEMBL191513,CHEMBL191513,COc1ccc(C(=O)C(=O)c2ccc(OC)cc2)cc1,FOLH1,Ki,70.2,270.28,2.77,0,False,False,1,FOLH1,other,0.002692,0.002692
CHEMBL141247,CHEMBL141247,O=C(Nc1ccccn1)Nc1cccc2c1[C@H]1CCCN1C2=O,CDK6,IC50,71.0,308.34,3.02,0,False,False,1,CDK6,sensitive,0.005372,0.000806
CHEMBL200226,CHEMBL200226,OCc1ccc(-c2[nH]c(-c3ccccc3)nc2-c2ccncc2)cc1,BRAF,Kd,71.0,327.39,4.3,0,False,False,1,BRAF,escape_route,0.002149,0.003223
CHEMBL370059,CHEMBL370059,O=C(O)c1ccc(C(=O)C(=O)c2ccccc2)cc1,FOLH1,Ki,71.5,254.24,2.45,0,False,False,1,FOLH1,other,0.002682,0.002682
CHEMBL255592,CHEMBL255592,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(C#Cc4cccnc4)ccc3ncc21,PIK3CA,IC50,72.0,443.51,4.47,0,False,False,1,PIK3CA,escape_route,0.002143,0.003214
CHEMBL206143,CHEMBL206143,COc1ccc(CCC(=O)Nc2cc(OC)c(NC(=O)Nc3cnc(C#N)cn3)cc2Cl)cc1,CHEK1,IC50,72.0,480.91,4.23,0,False,False,1,CHEK1,resistant,0.001071,0.005357
CHEMBL366205,CHEMBL366205,O=C(C(=O)c1cc(Br)ccc1O)c1cc(Br)ccc1O,FOLH1,Ki,72.7,400.02,3.69,0,False,False,1,FOLH1,other,0.002673,0.002673
CHEMBL282866,CHEMBL282866,CCC1(CC)CCNc2cc3nc(O)cc(C(F)(F)F)c3cc21,AR,IC50,73.0,324.35,4.83,0,False,False,1,AR,sensitive,0.005342,0.000801
CHEMBL526092,CHEMBL526092,CCC1CNC(=O)c2cc(-c3ccnc(N)n3)[nH]c21,CDK4,IC50,73.0,257.3,1.29,0,False,False,1,CDK4,sensitive,0.005342,0.000801
CHEMBL445340,CHEMBL445340,CC(C)C1CNC(=O)c2cc(-c3ccnc(N)n3)[nH]c21,CDK4,IC50,73.0,271.32,1.54,0,False,False,1,CDK4,sensitive,0.005342,0.000801
CHEMBL208537,CHEMBL208537,COc1cc(CN2CCN(C)CC2)ccc1NC(=O)Nc1cnc(C#N)cn1,CHEK1,IC50,73.0,381.44,1.75,0,False,False,1,CHEK1,resistant,0.001068,0.005342
CHEMBL4240141,CHEMBL4240141,CN1CCN(S(=O)(=O)c2ccc(N3CCC=N3)cc2)c2ccccc21,MDM2,EC50,74.0,356.45,2.53,0,False,False,1,MDM2,sensitive,0.005327,0.000799
CHEMBL4848035,CHEMBL4848035,Cc1c(Cc2cccs2)c(-c2cc(Cl)nc(N)n2)nn1C,EZH2,IC50,74.0,319.82,3.07,0,False,False,1,EZH2,resistant,0.001065,0.005327
CHEMBL200847,CHEMBL200847,COC(=O)CCc1c(C)[nH]c(/C=C2\C(=O)Nc3cc(-c4ccc(O)c(OC)c4)ccc32)c1C,CHEK1,IC50,75.0,446.5,4.61,0,False,False,1,CHEK1,resistant,0.001062,0.005312
CHEMBL543394,CHEMBL543394,Cl.Oc1nc2ccc(N3CCC(N4CCCC4)CC3)nc2c2ccccc12,PARP1,IC50,75.0,384.91,3.55,0,False,False,1,PARP1,resistant,0.001062,0.005312
CHEMBL146794,CHEMBL146794,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)N1CCOCCOCc1ccc(O)c(C(N)=O)c1,AR,IC50,77.0,534.49,3.16,1,False,False,1,AR,sensitive,0.005284,0.000793
CHEMBL173116,CHEMBL173116,CCC(C(=O)N[C@@H](CC(=O)O)C(=O)CN[C@@H](Cc1ccccc1)C(N)=O)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,Ki,78.0,625.68,2.42,1,False,False,1,CD274,immune,0.002635,0.002635
CHEMBL3215760,CHEMBL3215760,Cl.Cl.c1cc(OCCN2CCSCC2)cc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1,PIK3CA,IC50,79.0,550.51,3.7,1,False,False,1,PIK3CA,escape_route,0.002102,0.003154
CHEMBL381703,CHEMBL381703,N[C@H](CNc1cnc(Cl)c(/C=C/c2ccncc2)c1)CC1CNc2ccccc21,AKT1,IC50,79.0,405.93,4.64,0,False,False,1,AKT1,escape_route,0.002102,0.003154
CHEMBL2436173,CHEMBL2436173,CC(=O)c1ccc2c(c1)c1c3c(ccc1n2CC[C@H]1CCCN1C)C(=O)CC3,MDM2,EC50,80.0,374.48,4.61,0,False,False,1,MDM2,sensitive,0.005242,0.000786
CHEMBL428690,CHEMBL428690,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,CDK6,IC50,80.0,0.0,0.0,0,False,False,1,CDK6,sensitive,0.005242,0.000786
CHEMBL421605,CHEMBL421605,O=C(CCn1c2c(c(=O)[nH]c1=O)CCCC2)NCC(=O)c1ccc(Br)cc1,PARP1,IC50,80.0,434.29,1.57,0,False,False,1,PARP1,resistant,0.001048,0.005242
CHEMBL172921,CHEMBL172921,CCCC(=O)NCC(=O)C(CC(=O)O)NC(=O)C(CC)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,Ki,81.0,548.6,2.65,1,False,False,1,CD274,immune,0.002614,0.002614
CHEMBL2113247,CHEMBL2113247,C[C@@H]1CNc2cc3nc(O)cc(C(F)(F)F)c3cc2[C@@H]1CCC(F)(F)F,AR,EC50,82.0,378.32,5.45,1,False,False,1,AR,sensitive,0.005215,0.000782
CHEMBL204217,CHEMBL204217,CCc1ccc(C(=O)Nc2ncc(Nc3ncnc4cc(OCCCN5CCOCC5)c(OC)cc34)cn2)cc1,AURKA,IC50,85.0,543.63,4.09,1,False,False,1,AURKA,resistant,0.001035,0.005176
CHEMBL189162,CHEMBL189162,O=C(C(=O)c1ccc2ccccc2c1)c1ccc2ccccc2c1,FOLH1,Ki,85.0,310.35,5.06,1,False,False,1,FOLH1,other,0.002588,0.002588
CHEMBL220320,CHEMBL220320,O=C(NCc1ccccc1)c1cc(-c2n[nH]cc2-c2cccc(Cl)c2)c[nH]1,MAPK1,Ki,86.0,376.85,4.66,0,False,False,1,MAPK1,sensitive,0.005164,0.000775
CHEMBL406237,CHEMBL406237,COC[C@H]1OC(=O)/C(=C/N2CCN(Cc3ccccc3)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,PIK3CA,IC50,87.0,606.72,3.07,1,False,False,2,PIK3CA;MTOR,escape_route,0.00206,0.003091
CHEMBL381421,CHEMBL381421,Oc1cc(-c2[nH]c(-c3ccccc3)nc2-c2ccnnc2)ccc1Cl,BRAF,Kd,87.0,348.79,4.56,0,False,False,1,BRAF,escape_route,0.00206,0.003091
CHEMBL5221093,CHEMBL5221093,Cn1cc(Cc2ccccc2Oc2ccccc2)c(-c2cc(Cl)nc(N)n2)n1,EZH2,IC50,87.1,391.86,4.5,0,False,False,1,EZH2,resistant,0.00103,0.00515
CHEMBL4580787,CHEMBL4580787,CN(C)C/C=C/C(=O)Nc1cccc(S(=O)(=O)N2CCC(NC(=O)c3n[nH]cc3NC(=O)c3c(Cl)cc(Cl)cc3Cl)CC2)c1,ATR,IC50,88.0,683.02,4.26,1,False,False,1,ATR,resistant,0.001028,0.005139
CHEMBL315638,CHEMBL315638,O=C(O)c1cccc(Cn2nc(-c3cccs3)c(Cc3cc4c(cc3Cl)OCO4)c2C(=O)O)c1,CHEK2,IC50,89.0,496.93,5.03,1,False,False,1,CHEK2,resistant,0.001025,0.005127
CHEMBL332551,CHEMBL332551,Nc1nc(C2=C3C(=Nc4ccccc43)C(=O)NCC2)c(O)[nH]1,MAPK1,IC50,89.0,295.3,1.21,0,False,False,1,MAPK1,sensitive,0.005127,0.000769
CHEMBL2112885,CHEMBL2112885,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3OC1C[C@H](NCNC(=O)c2cc(COCC#CCN3C(=O)N(c4ccc(C#N)c(C(F)(F)F)c4)C(=O)C3(C)C)ccc2O)[C@H](O)[C@H](C)O1,AR,IC50,90.0,1070.0,0.0,1,False,False,1,AR,sensitive,0.005114,0.000767
CHEMBL410637,CHEMBL410637,COC[C@H]1OC(=O)/C(=C/N2CCN(C)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,PIK3CA,IC50,90.0,530.62,1.5,1,False,False,2,PIK3CA;MTOR,escape_route,0.002046,0.003069
CHEMBL107260,CHEMBL107260,O=C(CCn1c2c(c(=O)[nH]c1=O)CCCC2)NCC(=O)N1CCN(c2ncccn2)CC1,PARP1,IC50,90.0,441.49,-0.94,0,False,False,1,PARP1,resistant,0.001023,0.005114
CHEMBL247793,CHEMBL247793,CCNC(=O)Nc1cc(CNc2ccccc2C(=O)Nc2ccc3c(c2)OC(F)(F)O3)ccn1,BRAF,IC50,90.0,469.45,4.41,0,False,False,1,BRAF,escape_route,0.002046,0.003069
CHEMBL541110,CHEMBL541110,COC(=O)c1c(C)[nH]c2c(OC(=O)N3CCN(C)CC3)cc3c(c12)[C@H](CBr)CN3C(=O)/C=C/c1ccc(OC)nn1.Cl,MAP2K1,IC50,90.0,663.96,3.35,1,False,False,1,MAP2K1,sensitive,0.005114,0.000767
CHEMBL202838,CHEMBL202838,COc1cc(NC(=O)CCCc2cccs2)c(Cl)cc1NC(=O)Nc1cnc(C#N)cn1,CHEK1,IC50,91.0,470.94,4.68,0,False,False,1,CHEK1,resistant,0.00102,0.005102
CHEMBL199296,CHEMBL199296,COc1cc(-c2ccc3c(c2)NC(=O)/C3=C\c2c[nH]c3ccccc23)ccc1O,CHEK1,IC50,92.0,382.42,5.04,1,False,False,1,CHEK1,resistant,0.001018,0.005091
CHEMBL451570,CHEMBL451570,Nc1nccc(-c2cc3c([nH]2)[C@H](CCF)CNC3=O)n1,CDK4,IC50,96.0,275.29,1.24,0,False,False,1,CDK4,sensitive,0.005044,0.000757
CHEMBL497995,CHEMBL497995,Nc1nccc(-c2cc3c([nH]2)C(C2CCC2)CNC3=O)n1,CDK4,IC50,96.0,283.34,1.68,0,False,False,1,CDK4,sensitive,0.005044,0.000757
CHEMBL381172,CHEMBL381172,COc1cc(CN2CCOCC2)ccc1NC(=O)Nc1cnc(C#N)cn1,CHEK1,IC50,96.0,368.4,1.83,0,False,False,1,CHEK1,resistant,0.001009,0.005044
CHEMBL267231,CHEMBL267231,C=CCC1Oc2cccc(OC(F)F)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3,AR,Ki,96.3,383.44,6.57,1,False,False,1,AR,sensitive,0.005041,0.000756
CHEMBL388978,STAUROSPORINE,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CDK4,Kd,100.0,466.54,4.35,0,False,False,7,CDK4;AKT1;ATR;CHEK1;PARP2;MAPK1;AURKA,sensitive,0.005,0.00075
CHEMBL211819,CHEMBL211819,O=C1NC(=O)/C(=C/c2ccc(-c3cc(O)ccc3O)o2)S1,PIK3CA,IC50,100.0,303.3,2.68,0,False,False,1,PIK3CA,escape_route,0.002,0.003
CHEMBL537877,CHEMBL537877,COc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1.Cl,PIK3CA,IC50,100.0,398.85,3.28,0,False,False,1,PIK3CA,escape_route,0.002,0.003
CHEMBL364872,CHEMBL364872,CN1C(=O)C[C@H](c2ccccc2)[C@@H]1[C@@H](O)c1ccc(-c2ccccc2)s1,KRAS,IC50,100.0,363.48,4.46,0,False,False,1,KRAS,escape_route,0.002,0.003
CHEMBL212781,CHEMBL212781,CN1C(=O)C[C@H](c2ccccc2)[C@@H]1[C@H](O)c1ccc(-c2ccccc2)s1,KRAS,IC50,100.0,363.48,4.46,0,False,False,1,KRAS,escape_route,0.002,0.003
CHEMBL373628,CHEMBL373628,C[C@@H](NC(=O)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1)c1ccccc1,MAPK1,Ki,100.0,390.87,5.22,1,False,False,1,MAPK1,sensitive,0.005,0.00075
CHEMBL191402,CHEMBL191402,CCc1cccc(CC)c1NC(=O)N1Cc2[nH]nc(NC(=O)c3ccc(C(C)(C)C)cc3)c2C1,AURKA,IC50,100.0,459.59,5.63,1,False,False,1,AURKA,resistant,0.001,0.005
CHEMBL90884,CHEMBL90884,CC(C)[C@H](NC(=O)CCc1ccccc1)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)CCCc1ccccc1,CD274,Ki,100.0,537.66,2.82,1,False,False,1,CD274,immune,0.0025,0.0025
CHEMBL153177,CHEMBL153177,CCCCCC[Se]CC(=O)C(F)(F)F,FOLH1,IC50,100.0,275.17,0.0,0,False,False,1,FOLH1,other,0.0025,0.0025
CHEMBL247424,CHEMBL247424,O=C(Nc1ccc2c(c1)OC(F)(F)O2)c1ccccc1NCc1ccnc(NCCCn2ccnc2)c1,BRAF,IC50,101.0,506.51,4.97,1,False,False,1,BRAF,escape_route,0.001996,0.002994
CHEMBL79280,CHEMBL79280,COc1ccc(NS(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)cc1F,MAP2K1,IC50,101.0,0.0,0.0,0,False,False,1,MAP2K1,sensitive,0.004989,0.000748
CHEMBL270039,CHEMBL270039,COC[C@H]1OC(=O)/C(=C/N2CCCCC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,PIK3CA,IC50,104.0,515.6,2.74,1,False,False,1,PIK3CA,escape_route,0.001983,0.002974
CHEMBL192139,CHEMBL192139,O=C(C(=O)c1ccc(Cl)cc1)c1ccc(Cl)cc1,FOLH1,Ki,106.0,279.12,4.06,0,False,False,1,FOLH1,other,0.002468,0.002468
CHEMBL1922219,CHEMBL1922219,CC[C@H](Nc1nc(NCc2cccnc2)c2ncn(C(C)C)c2n1)[C@@H](C)O,CDK4,IC50,107.0,369.47,2.99,0,False,False,1,CDK4,sensitive,0.004927,0.000739
CHEMBL4868801,CHEMBL4868801,Cc1c(Cc2cccc(Cl)c2)c(-c2cc(Cl)nc(N)n2)nn1C,EZH2,IC50,107.0,348.24,3.67,0,False,False,1,EZH2,resistant,0.000985,0.004927
CHEMBL428690,CHEMBL428690,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,ATR,Kd,110.0,0.0,0.0,0,False,False,1,ATR,resistant,0.000979,0.004897
CHEMBL202721,CHEMBL202721,COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OCCCN1CCOCC1,AURKA,IC50,110.0,513.6,4.74,1,False,False,1,AURKA,resistant,0.000979,0.004897
CHEMBL205754,CHEMBL205754,COc1cc(NC(=O)c2ccco2)c(Cl)cc1NC(=O)Nc1cnc(C#N)cn1,CHEK1,IC50,111.0,412.79,3.5,0,False,False,1,CHEK1,resistant,0.000977,0.004887
